address,business_id,city,latitude,longitude,name,phone_number,postal_code,state
"102 Leucadia Blvd",63741,Encinitas,33.06441,-117.301678,"7-ELEVEN #13627",,92024,CA
"2673 Via de la Valle",307665,"San Diego",32.981193,-117.246532,"URBAN PI",,92014,CA
"2046 University Avenue",469227,"San Diego",32.748618,-117.142816,PECS,,92104,CA
"6685 El Cajon Blvd",71251,"San Diego",32.768192,-117.054523,"ALBERTACOS MEXICAN FOOD",,92115,CA
"3422 Tripp Ct",84648,"San Diego",32.91498,-117.234094,"ATLANTA WEST CATERING",,92121,CA
"8980 University Center Ln",517139,"San Diego",32.869932,-117.224737,"THE MELTING POT",,92122,CA
"1768 Avenida del Mundo",284565,"San Diego",32.676815,-117.174227,"CORONADO SHORES BEACH CLUB",,92118,CA
"8220 Mira Mesa Boulevard",209494,"San Diego",32.913866,-117.146593,"YOGURTLAND MIRA MESA",,92126,CA
"959 Tamarack Ave",352105,Carlsbad,33.152835,-117.334907,"PIZZA SHUTTLE & SUBS TOO",,92008,CA
"1 Oceanside, PIER",312000,Oceanside,33.194093,-117.384631,"RUBYS DINER # 29007",,92054,CA
"6041 Mission Gorge Road",309058,"San Diego",32.784211,-117.097719,"IOWA MEAT FARMS",,92120,CA
"500 Sea World Drive",334550,"San Diego",32.765993,-117.226628,"SEAWORLD - DOCKHOUSE BAJA GRILL",,92109,CA
"4953 Paramount Drive",484707,"San Diego",32.82832,-117.13455,"ROLLING FRITO LAY SALES LP",,92123,CA
"722 Jamacha Road",464342,"El Cajon",32.7864,-116.928957,"OUTBACK STEAKHOUSE",,92019,CA
"118 Leucadia Boulevard",243733,Encinitas,33.064585,-117.30137,"CHINATOWN RESTAURANT",,92024,CA
"8250 Mira Mesa Blvd",149964,"San Diego",32.912743,-117.14596,"ROBEKS JUICE",,92126,CA
"500 Sea World Drive",598194,"San Diego",32.766915,-117.23026,"SEAWORLD - ALL FRIED UP",,92109,CA
"500 Sea World Drive",372608,"San Diego",32.765993,-117.226628,"SEAWORLD - JOURNEY TO ATLANTIS",,92109,CA
"880 W Valley Pkwy",567020,Escondido,33.117631,-117.094475,"FIREHOUSE SUBS",,92025,CA
"2689 Via De La Valle",589008,"Del Mar",32.98049,-117.250161,"TABU SUSHI",,92014,CA
"8888 Balboa Avenue",973303,"San Diego",32.8218437,-117.1363014,"ADRIANS CAFE",,92123,CA
"8998 Miramar Road",973478,"San Diego",32.8937779047628,-117.131953060545,"SEASIDE BUFFET",,92126,CA
"500 Sea World Drive",491408,"San Diego",32.765993,-117.226628,"SEAWORLD - STIRFRY AT BAY OF PLAY",,92109,CA
"7875 Highland Village Place",601220,"San Diego",32.961833,-117.153593,VITTORIOS,,92129,CA
"1551 Shelter Island Drive",974124,"San Diego",32.70960535,-117.231852412612,"THE YACHT SHOP",,92106,CA
"500 Sea World Drive",491401,"San Diego",32.765993,-117.226628,"SEAWORLD - PARTY STATION",,92109,CA
"500 Sea World Drive",491392,"San Diego",32.765993,-117.226628,"SEAWORLD - BAY OF PLAY WEST",,92109,CA
"500 Sea World Drive",253854,"San Diego",32.765993,-117.226628,"SEAWORLD - BAY OF PLAY EAST (DIPPIN DOTS)",,92109,CA
"500 Sea World Drive",491396,"San Diego",32.765993,-117.226628,"SEAWORLD - DOLPHIN POINT SOUTH",,92109,CA
"2951 Jamacha Rd",273668,"El Cajon",32.739862,-116.940454,"EDWARDS R S D STADIUM",,92019,CA
"3375 Mission Avenue",357862,Oceanside,33.21658,-117.343484,"IRINAS BAR & GRILL",,92057,CA
"4161 Voltaire Street",382876,"San Diego",32.743215,-117.234541,"DOMINOS PIZZA #7707",,92107,CA
"4240 Kearny Mesa Rd",140683,"San Diego",32.81882,-117.149151,SANTOUKA,,92111,CA
"2254 Otay Lakes Road",348370,"Chula Vista",32.647251,-116.966866,"MCDONALDS #14428",,91913,CA
"2258 Otay Lakes Rd",182809,"Chula Vista",32.647732,-116.966442,"INTERNATIONAL HOUSE OF PANCAKES",,91915,CA
"1817 Euclid Avenue",350128,"San Diego",32.72457,-117.084602,"EUCLID AM/PM",,92105,CA
"16765 Bernardo Center Drive",524781,"Rancho Bernardo",33.01823,-117.075445,"URGE AMERICAN GASTRO PUB",,92128,CA
"11205 Camino Ruiz",64245,"San Diego",32.925384,-117.143938,"7-ELEVEN #25629A",,92126,CA
"9320 Mira Mesa Boulevard",452320,"San Diego",32.917251,-117.124362,"MIRA MESA AM/PM",,92126,CA
"1035 Broadway",322245,"El Cajon",32.807636,-116.946335,"KING OF NABLUS SWEETS",,92021,CA
"2963 Jamacha Rd, 18A",222509,"El Cajon",32.739685,-116.94086,CHAMBOI,,92019,CA
"4310 Genesee Ave",155847,"San Diego",32.821898,-117.183382,"CHINA QUIK WOK",,92117,CA
"258 Harbor Dr, A",484306,Oceanside,33.207304,-117.390207,"ROCKIN BAJA LOBSTER",,92054,CA
"5075 Federal Boulevard",354090,"San Diego",32.720976,-117.085641,"FOODLAND IGA",,92102,CA
"4705 Ruffin Road",502591,"San Diego",32.825623,-117.126401,"STUDIO DINER",,92123,CA
"16757 Bernardo Center Dr",180351,"San Diego",33.018481,-117.075394,"RANCHO BERNARDO CAR WASH",,92128,CA
"8125 Ronson Road",425855,"San Diego",32.829003,-117.148253,"KEARNY MESA DELI",,92111,CA
"4001 W Point Loma Blvd",91374,"San Diego",32.754037,-117.222616,BARONS,,92110,CA
"7327 Clairemont Mesa Boulevard",488973,"San Diego",32.832588,-117.160398,"SAN DIEGO KTV RESTAURANT",,92117,CA
"2963 Alpine Boulevard",555914,"The Willows",32.83423,-116.749047,"ALPINE CHILL FROZEN YOGURT",,91901,CA
"4737 Federal Boulevard",576300,"San Diego",32.721359,-117.092991,"NEW YORK WINGS N RIBS",,92102,CA
"16765 Bernardo Center Dr",270466,"San Diego",33.018798,-117.075284,"URGE AMERICAN GASTRO KITCHEN",,92128,CA
"4150 Mission Boulevard",974107,"San Diego",32.7914214773832,-117.25401297574,"DOLCE ITALIAN ICE",,92109,CA
"9450 Scranton Road",593917,"San Diego",32.893743,-117.203627,"YA BENTO",," 9212",CA
"3820 University Avenue",614076,"San Diego",32.749785,-117.111587,"EL PAISANO LA FAMILIA",,92105,CA
"3545 Del Mar Heights Rd",162300,"San Diego",32.954987,-117.230922,"WHICH WICH #402",,92130,CA
"1130 Garnet Avenue",605325,"San Diego",32.798201,-117.24941,"ZEN 5 SUSHI",,92109,CA
"2899 Jamacha Rd",71778,"El Cajon",32.740374,-116.939472,"ALBERTSONS 6783",,92019,CA
"8515 Navajo Road",609967,"San Diego",32.80307,-117.013312,"NAVAJO LIVE",,92119,CA
"1347 Tavern Road",560674,"Alpine Heights",32.836807,-116.776622,"MEDITERRANEO BISTRO & BAR",,91901,CA
"2151 Alpine Blvd",73782,Alpine,32.835515,-116.767698,"ALPINE TOBACCO COMPANY",,91901,CA
"7040 Avenida Encinas",596891,Carlsbad,33.101753,-117.312806,"JERRYS DOGS CARLSBAD",,92011,CA
"8001 Mission Gorge Road",572996,Santee,32.836545,-117.022905,"EL RANCHO",,92071,CA
"693 Palomar St",87365,"Chula Vista",32.603866,-117.084512,"BABA FOODS",,91911,CA
"1800 Harbor Dr",144805,"San Diego",32.699492,-117.14902,"M V EMERALD HORNBLOWER",,92113,CA
"795 Shadowridge Dr",244335,Vista,33.166339,-117.221843,"CIRCLE K #1984",,92083,CA
"1800 Harbor Dr",144802,"San Diego",32.699492,-117.14902,"M V RENOWN",,92113,CA
"8351 Broadway",435503,"Lemon Grove",32.747037,-117.017625,"LEMON GROVE CARE AND REHABILITATION",,91945,CA
"14715 Highway 76",322158,"Pauma Valley",33.340257,-117.012094,"RANCHO CORRIDO RV INC",,92061,CA
"12469 Rancho Bernardo Rd",168661,"San Diego",33.018595,-117.06202,"STARBUCKS COFFEE #6455",,92128,CA
"365 Olive Avenue",511902,Vista,33.205301,-117.249435,"TAQUERIA MI TEJABANCITO",,92083,CA
"552 Santa Fe Drive",517872,Encinitas,33.036313,-117.28,"THE QUICK FIX #1",,92024,CA
"1025 Prospect Street",507770,"San Diego",32.84758,-117.274454,"SUSHI ON THE ROCK",,92037,CA
"10436 Clairemont Mesa Boulevard",362788,"San Diego",32.829672,-117.104707,"JP'S PUB",,92124,CA
"365 Olive Ave",142539,Vista,33.204844,-117.249387,"EL JALISCIENCE",,92083,CA
"7450 Olivetas Avenue",532599,"La Jolla",32.838037,-117.279522,"WHITE SANDS OF LA JOLLA",,92037,CA
"2951 Jamacha Rd",168716,"El Cajon",32.739862,-116.940454,"RUBIOS FRESH MEXICAN GRILL #56",,92019,CA
"139 Pawnee St",144776,"San Marcos",33.147242,-117.197995,"CALIFORNIA STYLE DOGS",,92078,CA
"1800 Harbor Dr",144797,"San Diego",32.699492,-117.14902,"NEWPORT HORNBLOWER",,92113,CA
"2632 University Avenue",232241,"San Diego",32.748698,-117.135502,"CARNITAS SNACK SHACK",,92104,CA
"7465 Olivetas Avenue",323037,"San Diego",32.838273,-117.279396,"THE LEAGUE HOUSE",,92037,CA
"8330 La Mesa Boulevard",320824,"San Diego",32.765475,-117.018488,"PETES PLACE",,91941,CA
"7754 Starling Drive",227608,"San Diego",32.793153,-117.155911,"CALIFORNIA BURRITO",,92123,CA
"10777 Jamacha Blvd",63818,"Spring Valley",32.729783,-116.961582,"7-ELEVEN #15070",,91978,CA
"8284 La Mesa Boulevard",508031,"La Mesa",32.765112,-117.019382,"SWAMIS CAFE",,91941,CA
"3804 Grim Avenue",404372,"San Diego",32.747565,-117.128332,"GOLDEN PHENIX",,92104,CA
"2963 Jamacha Rd",281425,"El Cajon",32.739685,-116.94086,"COLD STONE CREAMERY",,92019,CA
"530 N Coast Highway 101",591442,Encinitas,33.058962,-117.299748,"VIGILUCCIS TRATTORIA ITALIANA",,92024,CA
"7809 Herschel Avenue",355121,"San Diego",32.845718,-117.272592,"HENNESSEYS TAVERN",,92037,CA
"6901 Federal Boulevard",526034,"Lemon Grove",32.740949,-117.049236,USA,,91945,CA
"8513 La Mesa Blvd",180385,"La Mesa",32.768545,-117.013758,"MARCELLA JUNES COFFEE LOUNGE",,91942,CA
"8365 La Mesa Boulevard",236092,"San Diego",32.765478,-117.017524,CENTIFONTIS,,91942,CA
"3050 University Avenue",394253,"San Diego",32.74854,-117.128495,"FATBOYS CORNERSTORE & DELI",,92104,CA
"1800 Harbor Dr",144806,"San Diego",32.699492,-117.14902,"M V ADVENTURE HORNBLOWER",,92113,CA
"1800 Harbor Dr",144810,"San Diego",32.699492,-117.14902,"HORNBLOWER INSPIRATION",,92113,CA
"233 Prospect St",238072,"La Jolla",32.84004,-117.280381,"CHATEAU LA JOLLA",,92037,CA
"365 Olive Ave",142537,Vista,33.204844,-117.249387,"KIARAS ICE CREAM",,92083,CA
"3545 Midway Drive",401026,"San Diego",32.751519,-117.21432,"GAMERAVE / CLUBLAN",,92110,CA
"2963 Jamacha Rd",595725,"El Cajon",32.739688,-116.940853,"LUNA GRILL",,92019,CA
"365 Olive Avenue",565828,Vista,33.205301,-117.249435,"LOA AGUILAR CATERING",,92083,CA
"2835 University Avenue",974101,"San Diego",32.748167,-117.1325839,"AL REEF RESTAURANT",,92104,CA
"365 Olive Avenue",584263,Vista,33.205301,-117.249435,"M & M'S ICE CREAM # 2",,92083,CA
"1520 Linda Vista Drive",583155,"San Marcos",33.139459,-117.199222,"SUPER RASPADO",,92078,CA
"3440 Marron Rd",593287,Oceanside,33.177937,-117.297059,"ROUND TABLE PIZZA",,92056,CA
"7777 Girard Avenue",591015,"San Diego",32.844922,-117.273525,FRUITTITUDE,,92037,CA
"6366 El Cajon Blvd",97181,"San Diego",32.76476,-117.061124,"BEST THAI FOOD",,92115,CA
"233 Prospect Street",570509,"San Diego",32.83983,-117.280299,"DAMASOS CATERING",,92037,CA
"10562 Craftsman Way, SHOPS 9",469366,"San Diego",33.019896,-117.111094,"PEI WEI ASIAN DINER",,92127,CA
"4637 Market St",599508,"San Diego",32.711435,-117.094497,"MARISCOS GERMAN",,92102,CA
"3025 El Cajon Boulevard",519495,"North Park",32.754944,-117.129536,"TIGER TIGER",,92104,CA
"7470 La Jolla Blvd",92179,"La Jolla",32.838897,-117.278432,"BASKIN ROBBINS OF LA JOLLA",,92037,CA
"2691 Navajo Rd",140745,"El Cajon",32.801784,-117.001746,"DENNYS #6227",,92020,CA
"9388 Mira Mesa Boulevard",520480,"Village Green Trailer Park",32.917258,-117.123425,"TOM CAT",,92126,CA
"8790 Cuyamaca St",471094,Santee,32.835836,-116.983872,"PHO SANTEE",,92071,CA
"1902 S Coast Hwy",142593,Oceanside,33.173555,-117.360771,"PANCA PERUVIAN ROTISSERIE",,92054,CA
"315 E Bradley Ave",397426,"El Cajon",32.819113,-116.957019,"FOOTHILLS CHRISTIAN MINISTRIES",,92021,CA
"1555 Camino del Mar",974078,"Del Mar",32.9607875,-117.2650958,"ENOTECA DEL FORNAIO-BAR",,92014,CA
"1938 South Coast Highway",383243,Oceanside,33.172615,-117.359556,"DONS COUNTRY KITCHEN OCEANSIDE",,92054,CA
"3770 Mission Blvd",155825,"San Diego",32.784145,-117.252802,"SASKAS FISH MARKET",,92109,CA
"255 Marketplace Ave",83752,"San Diego",32.702519,-117.099561,"ASIA WOK",,92113,CA
"1275 Quail Gardens Drive",391170,Encinitas,33.062264,-117.275852,"ENCINITAS RANCH CAFE",," 9202",CA
"8800 Grossmont College Dr",296035,"El Cajon",32.814991,-117.008987,"GROSSMONT COLLEGE CAFETERIA/SODEXHO",,92020,CA
"7401 Princess View Dr",90548,"San Diego",32.805333,-117.078843,"BAR NONE BARBECUE",,92120,CA
"1252 Broadway",418569,"El Cajon",32.807752,-116.937843,"IZZYS CAFE",,92021,CA
"3768 Mission Blvd",155826,"San Diego",32.784028,-117.25278,SASKAS,,92109,CA
"270 Fletcher Pkwy",153785,"El Cajon",32.807792,-116.964692,"LONG JOHN SILVERS #5500",,92020,CA
"1055 Torrey Pines Road",583859,"San Diego",32.842562,-117.27181,"STARBUCKS #5387",,92037,CA
"852 Avocado Ave",86249,"El Cajon",32.784693,-116.957738,"AVOCADO MARKET",,92020,CA
"4690 Convoy Street",435349,"San Diego",32.826507,-117.154541,LEGEND,,92111,CA
"1905 South Coast Highway",504864,Oceanside,33.173521,-117.360871,"SUBWAY #54754",,92054,CA
"9650 Miramar Road",264863,"San Diego",32.894287,-117.12104,"SCRIPPS MIRAMAR CAR WASH",,92126,CA
"1670 Coast Blvd",173538,"Del Mar",32.96181,-117.267442,"THE POSEIDON RESTAURANT",,92014,CA
"1865 West Vista Way",518337,Vista,33.18814,-117.281071,"THE STAGECOACH INN",,92083,CA
"7112 Convoy Court",518125,"San Diego",32.834755,-117.162274,"THE SANDWICH PLACE",,92117,CA
"1435 Camino Del Mar",160005,"Del Mar",32.959439,-117.265157,"STARBUCKS COFFEE #526",,92014,CA
"2506 S Santa Fe Ave",313219,Vista,33.163781,-117.205355,"MARITE ICE CREAM",,92083,CA
"1680 Broadway",146707,"Chula Vista",32.596848,-117.076189,"ROSAS GIANT PIZZA",,91911,CA
"2100 Greenfield Drive",329458,"El Cajon",32.800548,-116.902821,"SHADOW MOUNTAIN GYM SNACK SHOP",,92019,CA
"720 Camino del Mar",378518,"Del Mar",32.951371,-117.262832,"DEL MAR INN BISTRO",,92014,CA
"5103 Waring Road",306676,"San Diego",32.79072,-117.082193,"G & M OIL #138",,92120,CA
"6357 Del Cerro Blvd",442104,"San Diego",32.783019,-117.060024,"MADRA LIQUOR & DELI",,92120,CA
"7035 Clairemont Mesa Boulevard",500804,"San Diego",32.832456,-117.165962,"STARBUCKS COFFEE #5725",,92117,CA
"961 Lomas Santa Fe Drive",974133,"Solana Beach",32.994786,-117.2532619,"HOMEGOODS #673",,92075,CA
"7102 El Cajon Boulevard",594589,"San Diego",32.768821,-117.044671,"PETES PALEO",,92115,CA
"12098 Fury Ln",275746,"El Cajon",32.743552,-116.934501,"CHIPOTLE MEXICAN GRILL #2091",,92019,CA
"631 Camino del Rio South",569122,"San Diego",32.7631,-117.159224,"COMFORT SUITES MISSION VALLEY",,92108,CA
"450 Fletcher Pkwy",153783,"El Cajon",32.807792,-116.96676,"MAYAS DELI",,92020,CA
"1200 S Coast Highway 101",565252,Encinitas,33.036794,-117.292313,"FRENCH CORNER",,92024,CA
"365 Olive Avenue",611139,Vista,33.205301,-117.249435,"EDDIES ICE CREAM",,92083,CA
"2619 Vista Way",532361,Oceanside,33.18315,-117.332132,"WHIRL #532",,92054,CA
"1150 Fashion Valley Road",609429,"San Diego",32.765462,-117.178409,"GIMME GRILL",,92108,CA
"7153 Clairemont Mesa Boulevard",304603,"San Diego",32.832235,-117.163075,"MEGA FUEL",,92111,CA
"3136 Mission Boulevard",414471,"San Diego",32.770584,-117.251241,"HOT DOG ON A STICK / BELMONT PARK ENT LLC",,92109,CA
"5241 University Avenue",368943,"San Diego",32.74882,-117.082649,"TASTE OF AFRICA CUISINE",,92105,CA
"16855 West Bernardo Drive",282168,"San Diego",33.017874,-117.080301,"COME ON IN ICE CAFE",,92127,CA
"319 North Highland Avenue",315288,"San Diego",32.688207,-117.102069,"TAQUERIA LA PRINSECITA",,91950,CA
"4355 Ruffin Road",422271,"San Diego",32.82059,-117.126302,"JITTER BEAN COFFEE CART",,92123,CA
"6606 Mission Gorge Road",250966,"San Diego",32.793278,-117.097539,"CUPPA CUPPA COFFEE CO INC",,92120,CA
"1935 Calle Barcelona",144867,Carlsbad,33.070319,-117.26745,"WHICH WICH",,92009,CA
"1099 East Main Street",397361,"El Cajon",32.794835,-116.944733,"FOODLAND #4",,92021,CA
"6566 Mission Gorge Road",231524,"San Diego",32.792617,-117.098055,"CARLS JR #157",,92120,CA
"2121 Palomar Airport Road",286050,Carlsbad,33.131608,-117.22301,"COURTYARD COFFEE CART",,92078,CA
"2295 Palm Ave",82565,"San Diego",32.583713,-117.084472,"ARMANDOS TACO SHOP",,92154,CA
"1321 Broadway",268492,"El Cajon",32.807635,-116.934907,"EXECUTIVE GOURMET/ALOHA CATERING",,92021,CA
"13289 Black Mountain Road",403922,"San Diego",32.95845,-117.124771,"GOLDEN BAGEL",,92129,CA
"16719 Bernardo Center Dr",469346,"San Diego",33.017495,-117.075772,"PEGASUS CAFE",,92128,CA
"1520 Linda Vista Drive",577931,"San Marcos",33.139459,-117.199222,"THE INDIAN CATERING",,92078,CA
"14335 Olde Highway 80",598110,"El Cajon",32.846239,-116.873259,"RENEGADE INN",,92021,CA
"5801 University Ave",277575,"San Diego",32.749113,-117.072273,"CICIS PIZZA",,92115,CA
"5975 University Ave",307314,"San Diego",32.751312,-117.068471,"FOOD 4 LESS #374",,92115,CA
"5999 Severin Drive",485754,"La Mesa",32.7875,-116.999215,"ROUND TABLE PIZZA",,91942,CA
"9450 Mira Mesa Blvd",180339,"San Diego",32.917297,-117.121194,"THE KEBAB SHOP",,92126,CA
"1 Market Pl",443234,"San Diego",32.710473,-117.168123,"MANCHESTER GRAND HYATT SAN DIEGO - ANN MARIES",,92101,CA
"4901 El Camino Real",104373,Carlsbad,33.151544,-117.307878,"BOBBYS HIDEAWAY CAFE",,92008,CA
"316 W Mission Ave",178055,Escondido,33.128782,-117.090607,"GOLDEN EGG OMELET HOUSE",,92025,CA
"3408 30th Street",518240,"North Park",32.741275,-117.130172,"THE SMOKING GOAT",,92104,CA
"1420 Mission Ave",114870,Oceanside,33.201214,-117.37011,"BURGER KING #817",,92058,CA
"9335 Paseo Montalban",285201,"San Diego",32.959001,-117.125724,"COTIJAS MEXICAN GRILL",,92129,CA
"6500 Carlsbad Boulevard",231647,Carlsbad,33.10943,-117.321352,"CARLSBAD CAMP STORE",,92011,CA
"2295 Palm Avenue",399189,"San Diego",32.583488,-117.084474,"FRESHH DONUTS",,92154,CA
"1250 J Street",267291,"San Diego",32.709608,-117.15303,"THE MISSION SOMA",,92101,CA
"1505 Skyline Dr",364484,"Lemon Grove",32.720514,-117.026059,"SKY LINE FARM MARKET",,91945,CA
"13185 Black Mountain Road",209496,"San Diego",32.956912,-117.127395,"WONDERFUL SUSHI",,92129,CA
"13297 Black Mountain Road",209495,"San Diego",32.957164,-117.128596,"YENCHIM GARDEN RESTAURANT",,92129,CA
"2240 5th Ave",249972,"San Diego",32.728848,-117.160264,"LOU & MICKEYS",,92101,CA
"8820 Grossmont Blvd",583363,"La Mesa",32.773637,-117.008465,"WALMART #5684",,91942,CA
"9600 Murray Drive",365662,"San Diego",32.780062,-116.990141,"SHELL #63121",,91942,CA
"2876 Laning Rd",140696,"San Diego",32.730801,-117.22042,"HOMEWOOD SUITES BY HILTON",,92106,CA
"1011 East Main Street",491749,"El Cajon",32.794516,-116.947673,"SENIOR NUTRITION",,92020,CA
"658 Hollister Street",286315,"San Diego",32.584468,-117.084373,"MARISCOS GERMAN",,92154,CA
"1 Market Place",576740,"San Diego",32.710869,-117.168202,"MANCHESTER GRAND HYATT SAN DIEGO - BUTCHER SHOP",,92101,CA
"9878 Carmel Mountain Rd",87966,"San Diego",32.960069,-117.115042,"BAD ASS COFFEE",,92129,CA
"8170 Broadway",973254,"Lemon Grove",32.744491,-117.020854,"LEMON GROVE GAS AND FOOD MART",,91945,CA
"14134 Olde Highway 80",611959,"El Cajon",32.843726,-116.879927,"BURGER KING #13489",,92021,CA
"654 South Anza Street",592319,"El Cajon",32.788948,-116.949562,"VICTORIA POST ACUTE CARE",,92020,CA
"332 J St, 102",177022,"San Diego",32.709364,-117.161473,"LUCKY LIUS",,92101,CA
"725 Broadway",516930,"Chula Vista",32.623238,-117.086066,"THE LIONS DEN",,91910,CA
"2445 Truxtun Rd",253483,"San Diego",32.736457,-117.217199,"PANERA BREAD",,92106,CA
"7081 University Avenue",454766,"San Diego",32.754538,-117.045858,"MR G'S TAVERN",,91942,CA
"2495 Truxtun Road",336205,"San Diego",32.736924,-117.216162,"VONS # 2735",,92106,CA
"5816 Montezuma Rd",73652,"San Diego",32.770757,-117.071391,"ALPHA CHI OMEGA",,92115,CA
"139 Pawnee Street",575595,"San Marcos",33.147125,-117.197663,"R & B CATERING 5D04340",,92078,CA
"15721 Bernardo Heights Pkwy",101268,"San Diego",33.001513,-117.058893,"BITE OF BOSTON",,92128,CA
"511 Mission Avenue",306866,"San Diego",33.195921,-117.379316,"THE WOK IN RESTAURANT",,92054,CA
"8650 Genesee Ave",180348,"San Diego",32.867888,-117.21401,"SAMMYS WOODFIRED PIZZA",,92122,CA
"15721 Bernardo Heights Parkway",387360,"San Diego",33.002169,-117.059091,"EINSTEIN BROS BAGELS #0893",,92128,CA
"5961 University Ave",153759,"San Diego",32.751248,-117.068594,"CONTINENT E & I",,92115,CA
"618 E Street",352251,"Chula Vista",32.640407,-117.094043,"SPIN CITY LOUNGE",,91910,CA
"3636 Ruffin Road",251701,"San Diego",32.814735,-117.122132,"KEARNEY MESA MOOSE LODGE #1852",,92123,CA
"16441 Bernardo Center Drive",578868,"San Diego",33.013067,-117.078191,"PAILIN THAI CAFE",,92128,CA
"4111 Oceanside Boulevard",275591,Oceanside,33.205753,-117.288347,"CHIPOTLE MEXICAN GRILL",,92056,CA
"16411 Bernardo Center Dr",468375,"San Diego",33.012537,-117.079079,"PASSAGE TO INDIA RESTAURANT",,92128,CA
"8250 Mira Mesa Blvd",92007,"San Diego",32.912743,-117.14596,"BASKIN ROBBINS",,92126,CA
"139 Pawnee Street",441437,"San Marcos",33.147125,-117.197663,"M & M CATERING",,92078,CA
"9361 Mission Gorge Rd",144766,Santee,32.838617,-116.993568,"SPROUTS FARMERS MARKET",,92071,CA
"4898 Convoy Street",535891,"San Diego",32.830321,-117.154306,YAKYUDORI,,92111,CA
"508 Mission Avenue",349526,"San Diego",33.196254,-117.379323,"RIM TALAY THAI CUISINE",,92054,CA
"7012 University Avenue",431698,"San Diego",32.755234,-117.047267,"LA MESITA MEXICAN FOOD",,91942,CA
"428 G Street",257531,"San Diego",32.636273,-117.083835,"PREMIER MART & DELI",,91910,CA
"4984 Shawline St",173478,"San Diego",32.831118,-117.163832,"NUTRI JUICE",,92111,CA
"1285 East Madison Avenue",611960,"El Cajon",32.800097,-116.936581,"THE K GRILL",,92021,CA
"3443 Main St",74336,"Lemon Grove",32.743156,-117.030984,"AMART CONVENIENCE STORE",,91945,CA
"7745 University Avenue",609411,"La Mesa",32.761714,-117.030897,"ROOK BAR",,91942,CA
"8191 Fletcher Parkway",601183,"La Mesa",32.776064,-117.019748,"VINE RIPE MARKET",,91942,CA
"9361 Mission Gorge Road",597294,Santee,32.837585,-116.993592,"HISSHO SUSHI AT SPROUTS #254",,92071,CA
"330 North Magnolia Avenue",974082,"El Cajon",32.798382,-116.9627739,"SOY LEAF JUICE BAR & HEALTHY GRILL",,92020,CA
"7733 Palm Street",577513,"Lemon Grove",32.73436,-117.031713,"SANTANA MEXICAN FOOD",,91945,CA
"9880 Hibert Street",609420,"San Diego",32.915513,-117.114596,CALIBANZO,,92131,CA
"4204 Rolando Boulevard",614426,"San Diego",32.754826,-117.058406,"GARDEN KITCHEN",,92115,CA
"9880 Hibert Street",559527,"San Diego",32.915513,-117.114596,"BOARD & BREW",,92131,CA
"5842 Hardy Avenue",600872,"San Diego",32.772648,-117.071035,"THE DEN BY DENNYS",,92115,CA
"9119 Clairemont Mesa Boulevard",572021,"San Diego",32.830883,-117.132344,"DUDLEYS DELI",,92123,CA
"150 Cedar Rd",168645,Vista,33.187209,-117.283922,"JAPANESE AMERICAN CULTURAL CENTER",,92083,CA
"110 Aberdeen Drive",230551,"San Diego",33.020363,-117.281904,"CARDIFF OFFICE",,92007,CA
"13886 Campo Rd",421766,Jamul,32.717066,-116.876635,"JIHAN ARCO AM/PM",,91935,CA
"3659 India St",175887,"San Diego",32.741755,-117.179877,"THE REGAL BEAGLE",,92103,CA
"4061 Adams Avenue",310659,"San Diego",32.763007,-117.1081,"KEN CINEMA",,92116,CA
"3492 Adams Avenue",380418,"San Diego",32.763625,-117.117647,"DIMILLES ITALIAN GRO",,92116,CA
"3695 India St",388295,"San Diego",32.742226,-117.18027,"EL INDIO SHOPS",,92103,CA
"6122 University Ave",95932,"San Diego",32.753046,-117.063865,"BENADIR FOOD MARKET",,92115,CA
"3914 30th Street",494772,"San Diego",32.748804,-117.130243,"SIPZ VEGETARIAN CAFE",,92104,CA
"900 Rancho San Diego Pkwy",496580,"El Cajon",32.746192,-116.938335,"SODEXO CUYAMACA COLLEGE STUDENT CENTER",,92019,CA
"5680 Balboa Avenue",512232,"North Clairemont",32.822014,-117.179146,"TARGET STORE #T2465",,92111,CA
"118 North Main Avenue",382129,Fallbrook,33.38257,-117.251674,"DOMINICK'S DELICATESSEN",,92028,CA
"13881 Campo Rd",502975,Jamul,32.717865,-116.877718,SUBWAY,,91935,CA
"977 Main Street",269463,"San Diego",33.042417,-116.868666,"RAMONA OLD TIME COUNTRY STORE",,92065,CA
"6513 University Avenue",232215,"San Diego",32.755141,-117.056436,"CARNITAS LAS MICHOACANAS",,92115,CA
"103 South Main Avenue",527987,Fallbrook,33.381922,-117.251701,"VILLAGE SODA FOUNTAIN & CAFE DES ARTISTE",,92028,CA
"7702 Paradise Valley Road",253079,"San Diego",32.69597,-117.028571,"TAQUERIA CARNITAS MICHOCHAN",,92139,CA
"4637 Market Street",227531,"San Diego",32.711038,-117.094915,"CALI SNOW",,92102,CA
"4079 Adams Avenue",426286,"San Diego",32.763174,-117.107788,"KENSINGTON CLUB",,92116,CA
"1548 F Street",470490,"San Diego",32.713993,-117.149813,"PETRO AMERICA",,92101,CA
"1136 S 43rd St",180366,"San Diego",32.694293,-117.102387,"HUMBERTOS TACO SHOP",,92113,CA
"755 Raintree Dr",96044,Carlsbad,33.104584,-117.312988,BENIHANA,,92011,CA
