"business_id","Score","date","type"
67124,82,"20150221","Routine - Unscheduled"
67149,93,"20160920","Routine - Unscheduled"
67149,,"20151029","Reinspection/Followup"
67149,93,"20151028","Routine - Unscheduled"
67149,93,"20140617","Routine - Unscheduled"
67150,100,"20150310","Routine - Unscheduled"
67154,,"20160630","Complaint"
67154,,"20160616","Reinspection/Followup"
67154,70,"20160615","Routine - Unscheduled"
67154,83,"20150210","Routine - Unscheduled"
67154,77,"20141104","Routine - Unscheduled"
67154,,"20140825","Complaint Reinspection/Followup"
67154,,"20140813","Complaint Reinspection/Followup"
67154,,"20140730","Complaint Reinspection/Followup"
67154,,"20140723","Complaint Reinspection/Followup"
67154,,"20140620","Complaint"
67154,,"20140529","Complaint"
67154,,"20140303","Non-inspection site visit"
67154,,"20140225","Non-inspection site visit"
67154,,"20140219","Non-inspection site visit"
67154,70,"20140218","Routine - Unscheduled"
67154,,"20140218","Complaint"
67160,92,"20160811","Routine - Unscheduled"
67160,94,"20141210","Routine - Unscheduled"
67160,100,"20140501","Routine - Unscheduled"
67167,86,"20161009","Routine - Unscheduled"
67167,,"20160122","Structural Inspection"
67167,,"20150903","Reinspection/Followup"
67167,78,"20150831","Routine - Unscheduled"
67167,,"20150108","Reinspection/Followup"
67167,84,"20141106","Routine - Unscheduled"
67167,87,"20140225","Routine - Unscheduled"
67174,98,"20160629","Routine - Unscheduled"
67174,100,"20140225","Routine - Unscheduled"
67176,100,"20160414","Routine - Unscheduled"
67176,100,"20150128","Routine - Unscheduled"
67176,,"20150128","Foodborne Illness Investigation"
67176,100,"20140908","Routine - Unscheduled"
67176,100,"20140723","Routine - Unscheduled"
67182,100,"20151027","Routine - Unscheduled"
67182,100,"20141029","Routine - Unscheduled"
67182,,"20140221","Routine - Unscheduled"
67184,94,"20150930","Routine - Unscheduled"
67184,,"20141030","Non-inspection site visit"
67184,,"20141030","Non-inspection site visit"
67184,90,"20141009","Routine - Unscheduled"
67184,,"20140528","Non-inspection site visit"
67186,96,"20160804","Routine - Unscheduled"
67186,98,"20150601","Routine - Unscheduled"
67186,100,"20140407","Routine - Unscheduled"
67187,96,"20161011","Routine - Unscheduled"
67187,100,"20160413","Routine - Unscheduled"
67187,94,"20140827","Routine - Unscheduled"
67187,90,"20140130","Routine - Unscheduled"
67218,94,"20160803","Routine - Unscheduled"
67218,92,"20150710","Routine - Unscheduled"
67218,82,"20140530","Routine - Unscheduled"
67235,100,"20150318","Routine - Unscheduled"
67235,100,"20140114","Routine - Unscheduled"
67237,88,"20160414","Routine - Unscheduled"
67237,82,"20150424","Routine - Unscheduled"
67237,86,"20140507","Routine - Unscheduled"
67246,87,"20150513","Routine - Unscheduled"
67250,94,"20150513","Routine - Unscheduled"
67262,88,"20161005","Routine - Unscheduled"
67262,,"20160913","Non-inspection site visit"
67262,,"20160901","Reinspection/Followup"
67262,,"20160831","Reinspection/Followup"
67262,,"20160824","Non-inspection site visit"
67262,,"20160823","Reinspection/Followup"
67262,,"20160816","Non-inspection site visit"
67262,,"20160506","Reinspection/Followup"
67262,,"20160503","Reinspection/Followup"
67262,,"20160415","Reinspection/Followup"
67262,69,"20160412","Routine - Unscheduled"
67262,,"20140522","Reinspection/Followup"
67262,,"20140521","Reinspection/Followup"
67262,69,"20140514","Routine - Unscheduled"
67276,90,"20160430","Routine - Unscheduled"
67276,88,"20141119","Routine - Unscheduled"
67303,90,"20161012","Routine - Unscheduled"
67303,,"20160627","Reinspection/Followup"
67303,77,"20160527","Routine - Unscheduled"
67303,,"20150331","Non-inspection site visit"
67303,,"20150320","Reinspection/Followup"
67303,82,"20150305","Routine - Unscheduled"
67303,94,"20140606","Routine - Unscheduled"
67330,,"20161006","Reinspection/Followup"
67330,,"20160826","Complaint"
67330,57,"20160825","Routine - Unscheduled"
67330,68,"20150929","Routine - Unscheduled"
67330,,"20150929","Complaint"
67330,,"20150929","Complaint"
67330,,"20150915","Non-inspection site visit"
67330,77,"20140603","Routine - Unscheduled"
67330,,"20140221","Reinspection/Followup"
67330,,"20131227","Complaint"
67356,,"20160610","Reinspection/Followup"
67356,,"20160426","Reinspection/Followup"
67356,79,"20160407","Routine - Unscheduled"
67356,96,"20140903","Routine - Unscheduled"
67357,,"20151030","Reinspection/Followup"
67357,,"20151014","Reinspection/Followup"
67357,90,"20151007","Routine - Unscheduled"
67357,91,"20141103","Routine - Unscheduled"
67357,98,"20140604","Routine - Unscheduled"
67359,,"20160929","Reinspection/Followup"
67359,90,"20160915","Routine - Unscheduled"
67359,92,"20150121","Routine - Unscheduled"
67359,89,"20140115","Routine - Unscheduled"
67371,,"20150220","Reinspection/Followup"
67371,,"20150219","Reinspection/Followup"
67371,,"20150218","Complaint"
67371,67,"20150218","Routine - Unscheduled"
67371,75,"20140619","Routine - Unscheduled"
67374,,"20160701","Complaint"
67374,85,"20151022","Routine - Unscheduled"
67374,,"20150828","Complaint"
67374,,"20150821","Complaint"
67374,,"20150814","Complaint"
67374,,"20150501","Reinspection/Followup"
67374,87,"20150423","Routine - Unscheduled"
67374,,"20150129","Complaint"
67374,94,"20140401","Routine - Unscheduled"
67385,,"20160613","Non-inspection site visit"
67385,94,"20150421","Routine - Unscheduled"
67414,100,"20161009","Routine - Unscheduled"
67427,96,"20160504","Routine - Unscheduled"
67427,94,"20150120","Routine - Unscheduled"
67427,96,"20140703","Routine - Unscheduled"
67427,,"20140131","Reinspection/Followup"
67432,,"20160629","Reinspection/Followup"
67432,83,"20160609","Routine - Unscheduled"
67432,,"20140312","Reinspection/Followup"
67432,90,"20140306","Routine - Unscheduled"
67432,,"20140306","Complaint"
67446,100,"20150112","Routine - Unscheduled"
67448,,"20151222","Complaint"
67448,89,"20151222","Routine - Unscheduled"
67448,,"20150721","Reinspection/Followup"
67448,,"20150617","Reinspection/Followup"
67448,78,"20150527","Routine - Unscheduled"
67448,88,"20140505","Routine - Unscheduled"
67466,100,"20160324","Routine - Unscheduled"
67466,100,"20150317","Routine - Unscheduled"
67466,100,"20140110","Routine - Unscheduled"
67486,94,"20160202","Routine - Unscheduled"
67486,90,"20150220","Routine - Unscheduled"
67486,92,"20141028","Routine - Unscheduled"
67486,94,"20140520","Routine - Unscheduled"
67489,96,"20160727","Routine - Unscheduled"
67489,94,"20150402","Routine - Unscheduled"
67489,,"20140612","Complaint"
67489,,"20140609","Non-inspection site visit"
67489,94,"20140313","Routine - Unscheduled"
67494,94,"20161202","Routine - Unscheduled"
67494,100,"20141124","Routine - Unscheduled"
67495,93,"20150821","Routine - Unscheduled"
67495,96,"20141103","Routine - Unscheduled"
67495,98,"20131230","Routine - Unscheduled"
67500,86,"20161117","Routine - Unscheduled"
67500,76,"20150623","Routine - Unscheduled"
67510,94,"20160824","Routine - Unscheduled"
67510,,"20150105","Reinspection/Followup"
67510,,"20150102","Reinspection/Followup"
67510,85,"20141231","Routine - Unscheduled"
67510,100,"20140421","Routine - Unscheduled"
67543,98,"20140614","Routine - Unscheduled"
67545,94,"20160502","Routine - Unscheduled"
67545,88,"20150625","Routine - Unscheduled"
67545,96,"20140606","Routine - Unscheduled"
67545,,"20140415","Non-inspection site visit"
67552,,"20160518","Reinspection/Followup"
67552,92,"20160323","Routine - Unscheduled"
67552,93,"20140904","Routine - Unscheduled"
67552,,"20140305","Reinspection/Followup"
67552,94,"20140123","Routine - Unscheduled"
67554,,"20160913","Reinspection/Followup"
67554,72,"20160902","Routine - Unscheduled"
67554,,"20151027","Reinspection/Followup"
67554,78,"20151014","Routine - Unscheduled"
67554,90,"20140917","Routine - Unscheduled"
67558,94,"20140714","Routine - Unscheduled"
67558,98,"20140102","Routine - Unscheduled"
67564,,"20161114","Reinspection/Followup"
67564,,"20161110","Non-inspection site visit"
67564,59,"20161108","Routine - Unscheduled"
67564,82,"20150827","Routine - Unscheduled"
67564,,"20140829","Reinspection/Followup"
67564,,"20140814","Reinspection/Followup"
67564,74,"20140807","Routine - Unscheduled"
67565,,"20161220","Reinspection/Followup"
67565,81,"20161212","Routine - Unscheduled"
67565,,"20160705","Complaint"
67565,,"20160607","Reinspection/Followup"
67565,83,"20160531","Routine - Unscheduled"
67565,87,"20140804","Routine - Unscheduled"
67565,,"20140402","Reinspection/Followup"
67565,,"20140325","Reinspection/Followup"
67565,87,"20140317","Routine - Unscheduled"
67567,,"20160523","Reinspection/Followup"
67567,87,"20160516","Routine - Unscheduled"
67567,,"20150316","New Construction"
67567,,"20140903","New Construction"
67567,98,"20140616","Routine - Unscheduled"
67567,,"20140320","Non-inspection site visit"
67567,94,"20140113","Routine - Unscheduled"
67584,90,"20161103","Routine - Unscheduled"
67584,96,"20150827","Routine - Unscheduled"
67584,100,"20150105","Routine - Unscheduled"
67584,100,"20140520","Routine - Unscheduled"
67584,,"20140124","Non-inspection site visit"
67584,92,"20140103","Routine - Unscheduled"
67587,93,"20150914","Routine - Unscheduled"
67587,,"20150326","Reinspection/Followup"
67587,88,"20150318","Routine - Unscheduled"
67587,92,"20140203","Routine - Unscheduled"
67602,96,"20161110","Routine - Unscheduled"
67602,94,"20160520","Routine - Unscheduled"
67602,94,"20141125","Routine - Unscheduled"
67602,96,"20140417","Routine - Unscheduled"
67606,96,"20160226","Routine - Unscheduled"
67606,94,"20150318","Routine - Unscheduled"
67606,90,"20140115","Routine - Unscheduled"
67612,96,"20161103","Routine - Unscheduled"
67612,94,"20160304","Routine - Unscheduled"
67612,94,"20140228","Routine - Unscheduled"
67614,,"20160810","Reinspection/Followup"
67614,85,"20160803","Routine - Unscheduled"
67614,,"20141023","Reinspection/Followup"
67614,80,"20141014","Routine - Unscheduled"
67614,,"20140317","Reinspection/Followup"
67614,,"20140317","Reinspection/Followup"
67614,75,"20140312","Routine - Unscheduled"
67615,88,"20160811","Routine - Unscheduled"
67615,,"20150109","Reinspection/Followup"
67615,89,"20141210","Routine - Unscheduled"
67615,91,"20140501","Routine - Unscheduled"
67617,100,"20160401","Routine - Unscheduled"
67617,100,"20150915","Routine - Unscheduled"
67617,,"20140911","New Construction"
67617,100,"20140910","Routine - Unscheduled"
67617,100,"20140205","Routine - Unscheduled"
67676,94,"20161031","Routine - Unscheduled"
67676,,"20160506","Reinspection/Followup"
67676,90,"20160420","Routine - Unscheduled"
67676,94,"20150518","Routine - Unscheduled"
67676,100,"20140130","Routine - Unscheduled"
67690,98,"20160621","Routine - Unscheduled"
67690,94,"20150618","Routine - Unscheduled"
67690,,"20140813","Reinspection/Followup"
67690,90,"20140723","Routine - Unscheduled"
67741,83,"20160420","Routine - Unscheduled"
67741,,"20150811","Reinspection/Followup"
67741,70,"20150810","Routine - Unscheduled"
67741,,"20140703","Reinspection/Followup"
67741,,"20140606","Reinspection/Followup"
67741,88,"20140606","Routine - Unscheduled"
67741,,"20140606","Foodborne Illness Investigation"
67743,75,"20161019","Routine - Unscheduled"
67743,,"20160727","Complaint"
67743,,"20160629","Complaint"
67743,,"20150924","Reinspection/Followup"
67743,83,"20150916","Routine - Unscheduled"
67743,,"20150316","Complaint"
67743,,"20140826","Reinspection/Followup"
67743,83,"20140819","Routine - Unscheduled"
67743,84,"20140207","Routine - Unscheduled"
67743,,"20140207","Complaint"
67754,86,"20161114","Routine - Unscheduled"
67754,100,"20151001","Routine - Unscheduled"
67754,100,"20140918","Routine - Unscheduled"
67786,92,"20140819","Routine - Unscheduled"
67788,,"20161213","Reinspection/Followup"
67788,84,"20161205","Routine - Unscheduled"
67788,100,"20151001","Routine - Unscheduled"
67788,100,"20140910","Routine - Unscheduled"
67806,,"20160811","Reinspection/Followup"
67806,92,"20160729","Routine - Unscheduled"
67806,,"20140715","New Construction"
67806,90,"20140627","Routine - Unscheduled"
67807,,"20150821","Reinspection/Followup"
67807,85,"20150727","Routine - Unscheduled"
67809,,"20160729","Reinspection/Followup"
67809,76,"20160609","Routine - Unscheduled"
67809,,"20150323","Reinspection/Followup"
67809,77,"20141219","Routine - Unscheduled"
67815,94,"20150518","Routine - Unscheduled"
67815,,"20140724","Complaint"
67815,100,"20140317","Routine - Unscheduled"
67828,,"20160708","Reinspection/Followup"
67828,,"20160610","Reinspection/Followup"
67828,67,"20160531","Routine - Unscheduled"
67828,83,"20150424","Routine - Unscheduled"
67828,,"20150424","Complaint"
67828,,"20141209","Complaint Reinspection/Followup"
67828,,"20141124","Complaint Reinspection/Followup"
67828,,"20141110","Complaint Reinspection/Followup"
67828,,"20141110","Complaint Reinspection/Followup"
67828,,"20141022","Complaint"
67828,,"20141022","Complaint"
67828,,"20141017","Complaint"
67828,90,"20140314","Routine - Unscheduled"
67833,94,"20141021","Routine - Unscheduled"
67833,86,"20140227","Routine - Unscheduled"
67839,86,"20160315","Routine - Unscheduled"
67839,88,"20141215","Routine - Unscheduled"
67839,,"20140909","Reinspection/Followup"
67839,83,"20140826","Routine - Unscheduled"
67839,96,"20140218","Routine - Unscheduled"
67840,,"20161007","Reinspection/Followup"
67840,87,"20160917","Routine - Unscheduled"
67840,,"20160514","Special Event"
67840,92,"20160304","Routine - Unscheduled"
67840,,"20160302","Structural Inspection"
67840,81,"20151025","Routine - Unscheduled"
67840,85,"20150324","Routine - Unscheduled"
67840,79,"20141015","Routine - Unscheduled"
67840,88,"20140418","Routine - Unscheduled"
67856,94,"20150819","Routine - Unscheduled"
67856,90,"20140617","Routine - Unscheduled"
67862,96,"20161011","Routine - Unscheduled"
67862,,"20150827","Reinspection/Followup"
67862,,"20150827","New Ownership"
67862,77,"20150501","Routine - Unscheduled"
67862,,"20150501","New Ownership"
67862,,"20140328","Reinspection/Followup"
67862,,"20140306","New Construction"
67862,98,"20140306","Routine - Unscheduled"
67864,98,"20150720","Routine - Unscheduled"
67864,96,"20140429","Routine - Unscheduled"
67865,88,"20160513","Routine - Unscheduled"
67865,,"20140825","Reinspection/Followup"
67865,90,"20140815","Routine - Unscheduled"
67865,,"20140214","Reinspection/Followup"
67865,90,"20140205","Routine - Unscheduled"
67869,94,"20161205","Routine - Unscheduled"
67869,,"20160425","Reinspection/Followup"
67869,94,"20160301","Routine - Unscheduled"
67869,,"20150918","Reinspection/Followup"
67869,90,"20150908","Routine - Unscheduled"
67869,89,"20150123","Routine - Unscheduled"
67869,,"20140910","Reinspection/Followup"
67869,86,"20140820","Routine - Unscheduled"
67869,90,"20140408","Routine - Unscheduled"
67871,88,"20160906","Routine - Unscheduled"
67871,96,"20160405","Routine - Unscheduled"
67871,96,"20150922","Routine - Unscheduled"
67871,96,"20150507","Routine - Unscheduled"
67871,100,"20140826","Routine - Unscheduled"
67871,98,"20140205","Routine - Unscheduled"
67875,96,"20160513","Routine - Unscheduled"
67875,,"20160121","Structural Inspection"
67875,,"20151026","Reinspection/Followup"
67875,82,"20151016","Routine - Unscheduled"
67875,90,"20150220","Routine - Unscheduled"
67875,92,"20141114","Routine - Unscheduled"
67894,90,"20160721","Routine - Unscheduled"
67894,90,"20150423","Routine - Unscheduled"
67894,100,"20140312","Routine - Unscheduled"
67895,93,"20151204","Routine - Unscheduled"
67895,,"20150403","Reinspection/Followup"
67895,93,"20150312","Routine - Unscheduled"
67895,96,"20140528","Routine - Unscheduled"
67911,100,"20160107","Routine - Unscheduled"
67911,100,"20150127","Routine - Unscheduled"
67911,100,"20140508","Routine - Unscheduled"
67911,,"20140127","Reinspection/Followup"
67917,100,"20160610","Routine - Unscheduled"
67917,100,"20150410","Routine - Unscheduled"
67917,100,"20140828","Routine - Unscheduled"
67917,100,"20140113","Routine - Unscheduled"
67919,94,"20161013","Routine - Unscheduled"
67919,90,"20160505","Routine - Unscheduled"
67919,96,"20150306","Routine - Unscheduled"
67919,100,"20140630","Routine - Unscheduled"
67920,,"20160614","Reinspection/Followup"
67920,89,"20160607","Routine - Unscheduled"
67920,77,"20150908","Routine - Unscheduled"
67920,,"20141215","Reinspection/Followup"
67920,85,"20141119","Routine - Unscheduled"
67920,96,"20140521","Routine - Unscheduled"
67920,86,"20140108","Routine - Unscheduled"
67923,90,"20150507","Routine - Unscheduled"
67923,86,"20140522","Routine - Unscheduled"
67936,90,"20161103","Routine - Unscheduled"
67936,,"20160502","Reinspection/Followup"
67936,,"20160411","Reinspection/Followup"
67936,85,"20160324","Routine - Unscheduled"
67936,96,"20140321","Routine - Unscheduled"
67942,100,"20150701","Routine - Unscheduled"
67943,90,"20160706","Routine - Unscheduled"
67943,96,"20150731","Routine - Unscheduled"
67943,91,"20140502","Routine - Unscheduled"
67982,92,"20160930","Routine - Unscheduled"
67982,,"20160325","Reinspection/Followup"
67982,84,"20160324","Routine - Unscheduled"
67982,90,"20140428","Routine - Unscheduled"
67985,,"20161024","Reinspection/Followup"
67985,83,"20160628","Routine - Unscheduled"
67985,89,"20141209","Routine - Unscheduled"
67988,,"20150129","Complaint"
68013,100,"20160324","Routine - Unscheduled"
68013,100,"20150311","Routine - Unscheduled"
68013,100,"20140514","Routine - Unscheduled"
68018,100,"20161212","Routine - Unscheduled"
68018,96,"20160610","Routine - Unscheduled"
68018,96,"20151202","Routine - Unscheduled"
68018,96,"20140903","Routine - Unscheduled"
68018,,"20140227","New Ownership"
68018,96,"20140221","Routine - Unscheduled"
68026,100,"20160815","Routine - Unscheduled"
68026,,"20150401","Reinspection/Followup"
68026,80,"20150327","Routine - Unscheduled"
68026,94,"20140514","Routine - Unscheduled"
68036,86,"20160815","Routine - Unscheduled"
68036,,"20150327","Reinspection/Followup"
68036,83,"20150326","Routine - Unscheduled"
68036,89,"20140220","Routine - Unscheduled"
68036,,"20140220","Complaint"
68037,94,"20160919","Routine - Unscheduled"
68037,92,"20141215","Routine - Unscheduled"
68037,,"20140508","Reinspection/Followup"
68037,74,"20140327","Routine - Unscheduled"
68042,,"20160302","Reinspection/Followup"
68042,74,"20160224","Routine - Unscheduled"
68042,,"20150505","Non-inspection site visit"
68042,,"20141029","Complaint"
68042,80,"20141029","Routine - Unscheduled"
68042,,"20140312","Reinspection/Followup"
68042,81,"20140307","Routine - Unscheduled"
68045,100,"20161214","Routine - Unscheduled"
68045,92,"20140314","Routine - Unscheduled"
68056,,"20160520","Non-inspection site visit"
68056,,"20141119","Reinspection/Followup"
68056,,"20141029","Non-inspection site visit"
68056,68,"20141028","Routine - Unscheduled"
68056,,"20141020","New Construction"
68056,,"20141002","New Construction"
68056,78,"20140206","Routine - Unscheduled"
68058,100,"20160505","Routine - Unscheduled"
68058,100,"20141113","Routine - Unscheduled"
68068,91,"20160316","Routine - Unscheduled"
68068,94,"20150311","Routine - Unscheduled"
68068,96,"20140306","Routine - Unscheduled"
68070,89,"20161102","Routine - Unscheduled"
68070,100,"20151016","Routine - Unscheduled"
68070,,"20140620","Reinspection/Followup"
68070,90,"20140611","Routine - Unscheduled"
68079,,"20160308","Reinspection/Followup"
68079,91,"20160225","Routine - Unscheduled"
68079,92,"20150302","Routine - Unscheduled"
68079,,"20140512","Reinspection/Followup"
68079,91,"20140410","Routine - Unscheduled"
68089,98,"20150417","Routine - Unscheduled"
68089,96,"20140319","Routine - Unscheduled"
68090,,"20160913","Complaint"
68090,,"20160701","Reinspection/Followup"
68090,87,"20160620","Routine - Unscheduled"
68090,,"20150206","Complaint"
68090,,"20150206","Reinspection/Followup"
68090,80,"20150114","Routine - Unscheduled"
68090,,"20140529","Reinspection/Followup"
68090,88,"20140522","Routine - Unscheduled"
68091,96,"20160602","Routine - Unscheduled"
68091,,"20150109","Reinspection/Followup"
68091,79,"20150107","Routine - Unscheduled"
68104,94,"20160829","Routine - Unscheduled"
68104,,"20160829","Complaint"
68104,,"20160620","Reinspection/Followup"
68104,,"20160519","Reinspection/Followup"
68104,68,"20160428","Routine - Unscheduled"
68104,,"20160428","Complaint"
68104,88,"20140528","Routine - Unscheduled"
68105,90,"20150806","Routine - Unscheduled"
68105,90,"20140616","Routine - Unscheduled"
68121,,"20140708","Non-inspection site visit"
68121,,"20140225","Reinspection/Followup"
68121,75,"20140220","Routine - Unscheduled"
68121,,"20140109","Complaint"
68128,100,"20161027","Routine - Unscheduled"
68128,100,"20150611","Routine - Unscheduled"
68128,100,"20140522","Routine - Unscheduled"
68130,,"20151020","Reinspection/Followup"
68130,83,"20151008","Routine - Unscheduled"
68130,,"20150407","Reinspection/Followup"
68130,81,"20150330","Routine - Unscheduled"
68131,90,"20160606","Routine - Unscheduled"
68131,94,"20150429","Routine - Unscheduled"
68131,92,"20140318","Routine - Unscheduled"
68146,100,"20160518","Routine - Unscheduled"
68146,100,"20140512","Routine - Unscheduled"
68148,90,"20160624","Routine - Unscheduled"
68148,84,"20140513","Routine - Unscheduled"
68148,,"20140122","Reinspection/Followup"
68149,94,"20160601","Routine - Unscheduled"
68149,96,"20150327","Routine - Unscheduled"
68149,98,"20140627","Routine - Unscheduled"
68152,92,"20161007","Routine - Unscheduled"
68152,100,"20140709","Routine - Unscheduled"
68152,100,"20140225","Routine - Unscheduled"
68158,92,"20160823","Routine - Unscheduled"
68158,,"20151117","Complaint"
68158,94,"20150330","Routine - Unscheduled"
68158,86,"20140707","Routine - Unscheduled"
68158,,"20140211","Reinspection/Followup"
68158,81,"20140203","Routine - Unscheduled"
68159,90,"20140605","Routine - Unscheduled"
68160,,"20151102","Reinspection/Followup"
68160,,"20151020","Reinspection/Followup"
68160,67,"20151019","Routine - Unscheduled"
68160,,"20140416","Reinspection/Followup"
68160,88,"20140327","Routine - Unscheduled"
68160,,"20140227","Reinspection/Followup"
68160,,"20140227","Reinspection/Followup"
68172,92,"20160727","Routine - Unscheduled"
68172,86,"20160114","Routine - Unscheduled"
68172,85,"20140929","Routine - Unscheduled"
68173,96,"20160715","Routine - Unscheduled"
68173,,"20160323","Reinspection/Followup"
68173,94,"20160202","Routine - Unscheduled"
68173,96,"20150504","Routine - Unscheduled"
68189,,"20161018","Reinspection/Followup"
68189,89,"20161011","Routine - Unscheduled"
68189,91,"20160210","Routine - Unscheduled"
68189,96,"20150504","Routine - Unscheduled"
68189,98,"20140609","Routine - Unscheduled"
68189,96,"20140106","Routine - Unscheduled"
68196,100,"20160330","Routine - Unscheduled"
68196,100,"20150227","Routine - Unscheduled"
68196,96,"20140828","Routine - Unscheduled"
68196,100,"20140402","Routine - Unscheduled"
68219,98,"20160722","Routine - Unscheduled"
68219,100,"20150707","Routine - Unscheduled"
68219,,"20150129","Non-inspection site visit"
68219,,"20140701","Reinspection/Followup"
68219,91,"20140620","Routine - Unscheduled"
68220,,"20160721","Reinspection/Followup"
68220,92,"20160524","Routine - Unscheduled"
68220,,"20150331","Reinspection/Followup"
68220,,"20150213","Complaint"
68220,90,"20150213","Routine - Unscheduled"
68220,,"20141222","Reinspection/Followup"
68220,,"20141218","Reinspection/Followup"
68220,92,"20141015","Routine - Unscheduled"
68220,92,"20140213","Routine - Unscheduled"
68226,72,"20150309","Routine - Unscheduled"
68226,94,"20140303","Routine - Unscheduled"
68237,98,"20150326","Routine - Unscheduled"
68242,92,"20160725","Routine - Unscheduled"
68242,,"20160128","Non-inspection site visit"
68242,85,"20150622","Routine - Unscheduled"
68242,80,"20140430","Routine - Unscheduled"
68242,,"20140416","New Ownership"
68242,,"20140205","New Ownership"
68245,83,"20141003","Routine - Unscheduled"
68247,78,"20150604","Routine - Unscheduled"
68247,96,"20140605","Routine - Unscheduled"
68249,100,"20150326","Routine - Unscheduled"
68249,,"20140604","Foodborne Illness Investigation"
68249,,"20140603","Foodborne Illness Investigation"
68249,,"20140530","Foodborne Illness Investigation"
68249,100,"20140530","Routine - Unscheduled"
68249,100,"20140422","Routine - Unscheduled"
68254,90,"20160628","Routine - Unscheduled"
68254,81,"20140703","Routine - Unscheduled"
68257,96,"20140606","Routine - Unscheduled"
68258,96,"20161026","Routine - Unscheduled"
68258,98,"20160305","Routine - Unscheduled"
68258,100,"20140521","Routine - Unscheduled"
68259,96,"20161017","Routine - Unscheduled"
68259,,"20151116","Reinspection/Followup"
68259,90,"20151026","Routine - Unscheduled"
68259,100,"20141210","Routine - Unscheduled"
68259,98,"20140508","Routine - Unscheduled"
68260,98,"20160518","Routine - Unscheduled"
68260,,"20140612","Routine - Unscheduled"
68260,,"20140612","New Ownership"
68261,94,"20160518","Routine - Unscheduled"
68261,96,"20150429","Routine - Unscheduled"
68261,100,"20140423","Routine - Unscheduled"
68262,96,"20160713","Routine - Unscheduled"
68262,96,"20150603","Routine - Unscheduled"
68262,98,"20140418","Routine - Unscheduled"
68263,100,"20160518","Routine - Unscheduled"
68263,100,"20150603","Routine - Unscheduled"
68263,100,"20140903","Routine - Unscheduled"
68264,98,"20160525","Routine - Unscheduled"
68264,92,"20140902","Routine - Unscheduled"
68269,98,"20161024","Routine - Unscheduled"
68269,94,"20160426","Routine - Unscheduled"
68269,,"20150129","Complaint"
68269,100,"20140228","Routine - Unscheduled"
68278,86,"20161212","Routine - Unscheduled"
68278,,"20160401","Reinspection/Followup"
68278,,"20160330","Reinspection/Followup"
68278,79,"20160310","Routine - Unscheduled"
68278,92,"20141114","Routine - Unscheduled"
68278,93,"20140328","Routine - Unscheduled"
68281,,"20161117","Reinspection/Followup"
68281,,"20161011","Reinspection/Followup"
68281,74,"20160914","Routine - Unscheduled"
68281,,"20160624","Complaint"
68281,,"20160106","Reinspection/Followup"
68281,86,"20151230","Routine - Unscheduled"
68281,,"20141119","Complaint Reinspection/Followup"
68281,,"20141117","Complaint Reinspection/Followup"
68281,,"20141104","Complaint"
68281,92,"20140430","Routine - Unscheduled"
68283,98,"20161209","Routine - Unscheduled"
68283,100,"20160606","Routine - Unscheduled"
68283,100,"20150512","Routine - Unscheduled"
68283,98,"20140424","Routine - Unscheduled"
68287,98,"20160419","Routine - Unscheduled"
68287,100,"20150225","Routine - Unscheduled"
68287,98,"20140501","Routine - Unscheduled"
68288,100,"20151117","Routine - Unscheduled"
68288,92,"20141010","Routine - Unscheduled"
68288,96,"20140324","Routine - Unscheduled"
68289,,"20160830","Non-inspection site visit"
68289,,"20160830","Complaint"
68289,94,"20160204","Routine - Unscheduled"
68289,94,"20150108","Routine - Unscheduled"
68289,,"20140415","Reinspection/Followup"
68289,89,"20140411","Routine - Unscheduled"
68289,,"20140411","Reinspection/Followup"
68294,98,"20161114","Routine - Unscheduled"
68294,96,"20160527","Routine - Unscheduled"
68294,96,"20140418","Routine - Unscheduled"
68295,96,"20160928","Routine - Unscheduled"
68295,96,"20150924","Routine - Unscheduled"
68295,100,"20140916","Routine - Unscheduled"
68295,98,"20140227","Routine - Unscheduled"
68298,92,"20160630","Routine - Unscheduled"
68298,100,"20150630","Routine - Unscheduled"
68298,100,"20140424","Routine - Unscheduled"
68320,81,"20141204","Routine - Unscheduled"
68321,,"20160512","Reinspection/Followup"
68321,,"20160512","Complaint"
68321,77,"20160407","Routine - Unscheduled"
68321,,"20140618","Reinspection/Followup"
68321,76,"20140617","Routine - Unscheduled"
68323,94,"20160512","Routine - Unscheduled"
68323,94,"20151117","Routine - Unscheduled"
68323,98,"20140904","Routine - Unscheduled"
68323,,"20140902","Non-inspection site visit"
68323,,"20140317","New Construction"
68331,88,"20160608","Routine - Unscheduled"
68331,91,"20150204","Routine - Unscheduled"
68331,89,"20140616","Routine - Unscheduled"
68345,100,"20160318","Routine - Unscheduled"
68345,100,"20150113","Routine - Unscheduled"
68345,,"20140604","Foodborne Illness Investigation"
68345,,"20140530","Complaint"
68345,100,"20140408","Routine - Unscheduled"
68351,,"20160726","Reinspection/Followup"
68351,81,"20160708","Routine - Unscheduled"
68351,,"20150108","Reinspection/Followup"
68351,80,"20141222","Routine - Unscheduled"
68351,,"20140708","Reinspection/Followup"
68351,,"20140620","Reinspection/Followup"
68351,,"20140610","Reinspection/Followup"
68351,82,"20140603","Routine - Unscheduled"
68351,,"20140110","Reinspection/Followup"
68351,83,"20131230","Routine - Unscheduled"
68352,,"20161206","Reinspection/Followup"
68352,92,"20161114","Routine - Unscheduled"
