"business_id","date","ViolationTypeID","risk_category","description"
10875,"20140206",103131,"Moderate Risk","Moderate risk vermin infestation"
10875,"20140206",103132,"Moderate Risk","Improper thawing methods "
10875,"20140206",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
10875,"20140206",103156,"Low Risk","Permit license or inspection report not posted"
10875,"20140206",103103,"High Risk","High risk food holding temperature "
10876,"20141113",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
10876,"20141113",103145,"Low Risk","Improper storage of equipment utensils or linens"
10876,"20140424",103157,"Low Risk","Food safety certificate or food handler card not available"
10876,"20140424",103148,"Low Risk","No thermometers or uncalibrated thermometers "
10876,"20140424",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
10876,"20160701",103131,"Moderate Risk","Moderate risk vermin infestation"
10876,"20160701",103139,"Low Risk","Improper food storage"
10876,"20160701",103109,"High Risk","Unclean or unsanitary food contact surfaces"
10877,"20150319",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
10877,"20150319",103147,"Low Risk","Inadequate ventilation or lighting"
10877,"20150319",103142,"Low Risk","Unclean nonfood contact surfaces"
10877,"20150319",103150,"Low Risk","Improper or defective plumbing"
10877,"20150319",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
10877,"20140515",103142,"Low Risk","Unclean nonfood contact surfaces"
10877,"20140515",103150,"Low Risk","Improper or defective plumbing"
10877,"20140515",103120,"Moderate Risk","Moderate risk food holding temperature "
10877,"20140515",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
10877,"20160623",103133,"Moderate Risk","Foods not protected from contamination"
10877,"20160623",103120,"Moderate Risk","Moderate risk food holding temperature "
10877,"20160623",103102,"High Risk","Unclean hands or improper use of gloves"
10877,"20160623",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
10886,"20161031",103105,"High Risk","Improper cooling methods"
10886,"20161031",103131,"Moderate Risk","Moderate risk vermin infestation"
10886,"20161031",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
10886,"20161031",103102,"High Risk","Unclean hands or improper use of gloves"
10886,"20141124",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
10886,"20141124",103145,"Low Risk","Improper storage of equipment utensils or linens"
10886,"20141124",103161,"Low Risk","Low risk vermin infestation"
10886,"20160318",103105,"High Risk","Improper cooling methods"
10886,"20160318",103103,"High Risk","High risk food holding temperature "
10886,"20160318",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
10886,"20160318",103133,"Moderate Risk","Foods not protected from contamination"
10886,"20160318",103131,"Moderate Risk","Moderate risk vermin infestation"
10886,"20160318",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
10886,"20140309",103133,"Moderate Risk","Foods not protected from contamination"
10886,"20140309",103142,"Low Risk","Unclean nonfood contact surfaces"
10886,"20140309",103109,"High Risk","Unclean or unsanitary food contact surfaces"
10886,"20140309",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
10886,"20140309",103161,"Low Risk","Low risk vermin infestation"
10931,"20150331",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
10931,"20160309",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
10931,"20160309",103142,"Low Risk","Unclean nonfood contact surfaces"
10931,"20160309",103148,"Low Risk","No thermometers or uncalibrated thermometers "
10931,"20160309",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
10931,"20160309",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
10931,"20160309",103136,"Low Risk","Unsanitary employee garments hair or nails"
10931,"20160309",103120,"Moderate Risk","Moderate risk food holding temperature "
10931,"20160309",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
10986,"20150811",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
10986,"20131227",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
10986,"20140627",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
10986,"20140627",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
10986,"20140627",103150,"Low Risk","Improper or defective plumbing"
10986,"20160810",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
10986,"20160810",103150,"Low Risk","Improper or defective plumbing"
10986,"20160810",103157,"Low Risk","Food safety certificate or food handler card not available"
10990,"20161114",103120,"Moderate Risk","Moderate risk food holding temperature "
10990,"20161114",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
10990,"20161114",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
10990,"20161114",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
10990,"20161114",103131,"Moderate Risk","Moderate risk vermin infestation"
10990,"20160531",103120,"Moderate Risk","Moderate risk food holding temperature "
10990,"20160531",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
10990,"20160531",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
10990,"20160531",103114,"High Risk","High risk vermin infestation"
10990,"20160531",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
10990,"20140115",103120,"Moderate Risk","Moderate risk food holding temperature "
10990,"20140115",103102,"High Risk","Unclean hands or improper use of gloves"
10990,"20140115",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
10990,"20140115",103142,"Low Risk","Unclean nonfood contact surfaces"
10990,"20140115",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
10990,"20140610",103139,"Low Risk","Improper food storage"
11018,"20150511",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
11018,"20150511",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11018,"20150511",103109,"High Risk","Unclean or unsanitary food contact surfaces"
11018,"20140514",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
11018,"20140514",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
11018,"20160802",103113,"High Risk","Sewage or wastewater contamination"
11018,"20160802",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
11018,"20160802",103138,"Low Risk","Improper storage use or identification of toxic substances"
11018,"20160802",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11018,"20160802",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
11034,"20150131",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
11034,"20150131",103147,"Low Risk","Inadequate ventilation or lighting"
11034,"20150131",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
11034,"20150131",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
11034,"20150131",103133,"Moderate Risk","Foods not protected from contamination"
11034,"20160121",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
11034,"20160121",103120,"Moderate Risk","Moderate risk food holding temperature "
11034,"20160121",103150,"Low Risk","Improper or defective plumbing"
11034,"20140325",103103,"High Risk","High risk food holding temperature "
11034,"20140325",103139,"Low Risk","Improper food storage"
11034,"20140325",103156,"Low Risk","Permit license or inspection report not posted"
11034,"20140325",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
11034,"20140325",103132,"Moderate Risk","Improper thawing methods "
11079,"20161221",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11079,"20161128",103157,"Low Risk","Food safety certificate or food handler card not available"
11079,"20161128",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11079,"20161128",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
11079,"20161128",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
11079,"20150210",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
11079,"20150210",103139,"Low Risk","Improper food storage"
11079,"20160330",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
11079,"20160330",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11079,"20160330",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
11079,"20140207",103142,"Low Risk","Unclean nonfood contact surfaces"
11195,"20140614",103158,"Low Risk","Unpermitted food facility"
11289,"20150212",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
11289,"20150212",103150,"Low Risk","Improper or defective plumbing"
11289,"20150212",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
11289,"20160802",103143,"Low Risk","Inadequate warewashing facilities or equipment"
11289,"20160802",103142,"Low Risk","Unclean nonfood contact surfaces"
11304,"20140520",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11304,"20140520",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
11304,"20140520",103142,"Low Risk","Unclean nonfood contact surfaces"
11304,"20140520",103132,"Moderate Risk","Improper thawing methods "
11304,"20160819",103120,"Moderate Risk","Moderate risk food holding temperature "
11304,"20160819",103142,"Low Risk","Unclean nonfood contact surfaces"
11304,"20160819",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
11365,"20150710",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
11365,"20150710",103139,"Low Risk","Improper food storage"
11365,"20150710",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
11379,"20160928",103142,"Low Risk","Unclean nonfood contact surfaces"
11379,"20160928",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
11379,"20160928",103139,"Low Risk","Improper food storage"
11379,"20160928",103103,"High Risk","High risk food holding temperature "
11379,"20150316",103103,"High Risk","High risk food holding temperature "
11379,"20150316",103114,"High Risk","High risk vermin infestation"
11379,"20150316",103143,"Low Risk","Inadequate warewashing facilities or equipment"
11416,"20140908",103157,"Low Risk","Food safety certificate or food handler card not available"
11416,"20140908",103134,"Moderate Risk","Other moderate risk violation"
11416,"20150210",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
11416,"20150928",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
11416,"20160502",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
11416,"20160502",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
11416,"20140128",103109,"High Risk","Unclean or unsanitary food contact surfaces"
11416,"20140128",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
11416,"20140522",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
11487,"20150830",103145,"Low Risk","Improper storage of equipment utensils or linens"
11487,"20160410",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
11487,"20160410",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
11487,"20140408",103133,"Moderate Risk","Foods not protected from contamination"
11487,"20140408",103102,"High Risk","Unclean hands or improper use of gloves"
11488,"20160410",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
11488,"20140408",103150,"Low Risk","Improper or defective plumbing"
11492,"20150219",103161,"Low Risk","Low risk vermin infestation"
11492,"20150219",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11492,"20150219",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
11492,"20150219",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
11492,"20150219",103145,"Low Risk","Improper storage of equipment utensils or linens"
11492,"20160219",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
11492,"20160219",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11492,"20160219",103131,"Moderate Risk","Moderate risk vermin infestation"
11492,"20160219",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
11492,"20140604",103109,"High Risk","Unclean or unsanitary food contact surfaces"
11492,"20140604",103139,"Low Risk","Improper food storage"
11492,"20140604",103142,"Low Risk","Unclean nonfood contact surfaces"
11492,"20140604",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
11492,"20140604",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11568,"20150227",103142,"Low Risk","Unclean nonfood contact surfaces"
11568,"20150227",103150,"Low Risk","Improper or defective plumbing"
11568,"20150227",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11568,"20140205",103148,"Low Risk","No thermometers or uncalibrated thermometers "
11568,"20140205",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
11568,"20140529",103108,"High Risk","Contaminated or adulterated food"
11568,"20160803",103120,"Moderate Risk","Moderate risk food holding temperature "
11568,"20160803",103142,"Low Risk","Unclean nonfood contact surfaces"
11572,"20150502",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
11572,"20150502",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
11594,"20140313",103162,"Low Risk","Other low risk violation"
11594,"20140313",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11610,"20150507",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
11610,"20160330",103109,"High Risk","Unclean or unsanitary food contact surfaces"
11610,"20160330",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11610,"20140423",103142,"Low Risk","Unclean nonfood contact surfaces"
11610,"20140423",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
11610,"20140423",103109,"High Risk","Unclean or unsanitary food contact surfaces"
11835,"20160927",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
11835,"20160927",103136,"Low Risk","Unsanitary employee garments hair or nails"
11835,"20141103",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
11835,"20160420",103139,"Low Risk","Improper food storage"
11835,"20140429",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
11860,"20160331",103150,"Low Risk","Improper or defective plumbing"
11860,"20160331",103133,"Moderate Risk","Foods not protected from contamination"
11860,"20160331",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
11860,"20160331",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
11860,"20140602",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
11860,"20140602",103133,"Moderate Risk","Foods not protected from contamination"
11860,"20140602",103150,"Low Risk","Improper or defective plumbing"
12005,"20140609",103148,"Low Risk","No thermometers or uncalibrated thermometers "
12029,"20150122",103131,"Moderate Risk","Moderate risk vermin infestation"
12029,"20150122",103120,"Moderate Risk","Moderate risk food holding temperature "
12029,"20150122",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
12029,"20150824",103131,"Moderate Risk","Moderate risk vermin infestation"
12029,"20150824",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
12029,"20150824",103145,"Low Risk","Improper storage of equipment utensils or linens"
12029,"20150824",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
12083,"20150223",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
12083,"20150223",103139,"Low Risk","Improper food storage"
12083,"20150223",103133,"Moderate Risk","Foods not protected from contamination"
12083,"20140528",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
12083,"20140528",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
12083,"20140528",103133,"Moderate Risk","Foods not protected from contamination"
12083,"20140528",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
12083,"20140528",103147,"Low Risk","Inadequate ventilation or lighting"
12199,"20140422",103147,"Low Risk","Inadequate ventilation or lighting"
12199,"20140422",103120,"Moderate Risk","Moderate risk food holding temperature "
12199,"20160628",103143,"Low Risk","Inadequate warewashing facilities or equipment"
12199,"20160628",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
12199,"20160628",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
12285,"20140630",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
12285,"20140630",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
12285,"20140630",103103,"High Risk","High risk food holding temperature "
12285,"20140630",103129,"Moderate Risk","Insufficient hot water or running water"
12344,"20150312",103120,"Moderate Risk","Moderate risk food holding temperature "
12344,"20160511",103120,"Moderate Risk","Moderate risk food holding temperature "
12344,"20140218",103120,"Moderate Risk","Moderate risk food holding temperature "
12344,"20140218",103142,"Low Risk","Unclean nonfood contact surfaces"
12682,"20150430",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
12682,"20150430",103120,"Moderate Risk","Moderate risk food holding temperature "
12768,"20150406",103120,"Moderate Risk","Moderate risk food holding temperature "
12768,"20140303",103139,"Low Risk","Improper food storage"
12768,"20140303",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
12768,"20160713",103156,"Low Risk","Permit license or inspection report not posted"
12768,"20160713",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
12768,"20160713",103157,"Low Risk","Food safety certificate or food handler card not available"
12788,"20150615",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
12970,"20160129",103129,"Moderate Risk","Insufficient hot water or running water"
12970,"20160129",103143,"Low Risk","Inadequate warewashing facilities or equipment"
12970,"20160129",103120,"Moderate Risk","Moderate risk food holding temperature "
12970,"20160129",103105,"High Risk","Improper cooling methods"
12970,"20140529",103109,"High Risk","Unclean or unsanitary food contact surfaces"
12970,"20140529",103161,"Low Risk","Low risk vermin infestation"
12970,"20140619",103143,"Low Risk","Inadequate warewashing facilities or equipment"
12970,"20160802",103109,"High Risk","Unclean or unsanitary food contact surfaces"
12970,"20160802",103161,"Low Risk","Low risk vermin infestation"
13041,"20150327",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13041,"20150327",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
13041,"20150327",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
13041,"20150327",103156,"Low Risk","Permit license or inspection report not posted"
13041,"20140515",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13041,"20140515",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
13041,"20140515",103139,"Low Risk","Improper food storage"
13041,"20140515",103157,"Low Risk","Food safety certificate or food handler card not available"
13041,"20160803",103157,"Low Risk","Food safety certificate or food handler card not available"
13062,"20150922",103112,"High Risk","No hot water or running water"
13062,"20150922",103131,"Moderate Risk","Moderate risk vermin infestation"
13062,"20160404",103161,"Low Risk","Low risk vermin infestation"
13062,"20160404",103129,"Moderate Risk","Insufficient hot water or running water"
13062,"20160404",103132,"Moderate Risk","Improper thawing methods "
13062,"20160404",103120,"Moderate Risk","Moderate risk food holding temperature "
13062,"20160914",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
13062,"20160914",103103,"High Risk","High risk food holding temperature "
13062,"20160914",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
13218,"20150603",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
13218,"20150603",103139,"Low Risk","Improper food storage"
13218,"20150603",103103,"High Risk","High risk food holding temperature "
13218,"20150603",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
13218,"20150603",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13218,"20150603",103156,"Low Risk","Permit license or inspection report not posted"
13226,"20160415",103145,"Low Risk","Improper storage of equipment utensils or linens"
13374,"20161103",103142,"Low Risk","Unclean nonfood contact surfaces"
13374,"20140829",103143,"Low Risk","Inadequate warewashing facilities or equipment"
13374,"20140829",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
13374,"20140829",103120,"Moderate Risk","Moderate risk food holding temperature "
13374,"20150225",103143,"Low Risk","Inadequate warewashing facilities or equipment"
13374,"20150225",103120,"Moderate Risk","Moderate risk food holding temperature "
13374,"20150925",103139,"Low Risk","Improper food storage"
13374,"20150925",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
13374,"20150925",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
13374,"20160422",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
13374,"20160422",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
13374,"20160422",103103,"High Risk","High risk food holding temperature "
13374,"20160422",103143,"Low Risk","Inadequate warewashing facilities or equipment"
13374,"20140327",103139,"Low Risk","Improper food storage"
13426,"20161109",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
13426,"20161109",103161,"Low Risk","Low risk vermin infestation"
13426,"20161109",103139,"Low Risk","Improper food storage"
13426,"20140902",103114,"High Risk","High risk vermin infestation"
13426,"20140902",103133,"Moderate Risk","Foods not protected from contamination"
13426,"20140902",103109,"High Risk","Unclean or unsanitary food contact surfaces"
13426,"20140902",103108,"High Risk","Contaminated or adulterated food"
13426,"20160429",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13426,"20160429",103139,"Low Risk","Improper food storage"
13426,"20160429",103131,"Moderate Risk","Moderate risk vermin infestation"
13426,"20160429",103157,"Low Risk","Food safety certificate or food handler card not available"
13426,"20140226",103131,"Moderate Risk","Moderate risk vermin infestation"
13426,"20140226",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
13426,"20140226",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
13427,"20160216",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13427,"20160216",103139,"Low Risk","Improper food storage"
13427,"20140221",103120,"Moderate Risk","Moderate risk food holding temperature "
13427,"20160803",103120,"Moderate Risk","Moderate risk food holding temperature "
13427,"20160803",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
13428,"20161108",103120,"Moderate Risk","Moderate risk food holding temperature "
13428,"20161108",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
13428,"20161108",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13428,"20161108",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
13428,"20141105",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
13428,"20141105",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
13428,"20141105",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
13428,"20140327",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13428,"20140327",103156,"Low Risk","Permit license or inspection report not posted"
13623,"20140922",103148,"Low Risk","No thermometers or uncalibrated thermometers "
13623,"20140922",103105,"High Risk","Improper cooling methods"
13623,"20140922",103115,"High Risk","Other high risk violation"
13623,"20160810",103139,"Low Risk","Improper food storage"
13623,"20160810",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13623,"20160810",103109,"High Risk","Unclean or unsanitary food contact surfaces"
13623,"20160810",103142,"Low Risk","Unclean nonfood contact surfaces"
13671,"20160919",103132,"Moderate Risk","Improper thawing methods "
13671,"20160919",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13753,"20140529",103103,"High Risk","High risk food holding temperature "
13753,"20140529",103133,"Moderate Risk","Foods not protected from contamination"
13753,"20140529",103142,"Low Risk","Unclean nonfood contact surfaces"
13753,"20140529",103157,"Low Risk","Food safety certificate or food handler card not available"
13753,"20160822",103103,"High Risk","High risk food holding temperature "
13753,"20160822",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13814,"20160930",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
13814,"20160930",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13814,"20160930",103131,"Moderate Risk","Moderate risk vermin infestation"
13814,"20160930",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
13814,"20160930",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
13814,"20140909",103138,"Low Risk","Improper storage use or identification of toxic substances"
13814,"20140909",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
13814,"20140909",103142,"Low Risk","Unclean nonfood contact surfaces"
13814,"20140909",103120,"Moderate Risk","Moderate risk food holding temperature "
13814,"20140909",103103,"High Risk","High risk food holding temperature "
13814,"20160317",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
13814,"20160317",103103,"High Risk","High risk food holding temperature "
13814,"20140519",103120,"Moderate Risk","Moderate risk food holding temperature "
13831,"20141104",103120,"Moderate Risk","Moderate risk food holding temperature "
13831,"20141104",103105,"High Risk","Improper cooling methods"
13831,"20140320",103120,"Moderate Risk","Moderate risk food holding temperature "
13831,"20140320",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
13831,"20140320",103131,"Moderate Risk","Moderate risk vermin infestation"
13831,"20160808",103148,"Low Risk","No thermometers or uncalibrated thermometers "
13831,"20160808",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
13831,"20160808",103147,"Low Risk","Inadequate ventilation or lighting"
13831,"20160808",103139,"Low Risk","Improper food storage"
13831,"20160808",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
13831,"20160808",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
13831,"20160808",103103,"High Risk","High risk food holding temperature "
13837,"20161102",103139,"Low Risk","Improper food storage"
13837,"20150109",103105,"High Risk","Improper cooling methods"
13837,"20150109",103139,"Low Risk","Improper food storage"
13837,"20150109",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
13837,"20140512",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13837,"20140512",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
13838,"20140908",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
13838,"20140908",103145,"Low Risk","Improper storage of equipment utensils or linens"
13838,"20150928",103120,"Moderate Risk","Moderate risk food holding temperature "
13838,"20140106",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
13965,"20161216",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13965,"20161216",103157,"Low Risk","Food safety certificate or food handler card not available"
13965,"20141027",103156,"Low Risk","Permit license or inspection report not posted"
13965,"20141027",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13965,"20150413",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13965,"20150413",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
13965,"20160531",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
13965,"20160531",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
13965,"20140204",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
14005,"20141217",103156,"Low Risk","Permit license or inspection report not posted"
14005,"20141217",103142,"Low Risk","Unclean nonfood contact surfaces"
14005,"20141217",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
14005,"20141217",103102,"High Risk","Unclean hands or improper use of gloves"
14005,"20160513",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
14005,"20160513",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
14005,"20140521",103145,"Low Risk","Improper storage of equipment utensils or linens"
14005,"20140521",103120,"Moderate Risk","Moderate risk food holding temperature "
14005,"20140521",103133,"Moderate Risk","Foods not protected from contamination"
14071,"20141125",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
14071,"20141125",103145,"Low Risk","Improper storage of equipment utensils or linens"
14071,"20140418",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
14071,"20140418",103103,"High Risk","High risk food holding temperature "
14071,"20160802",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
14075,"20150616",103148,"Low Risk","No thermometers or uncalibrated thermometers "
14075,"20150616",103145,"Low Risk","Improper storage of equipment utensils or linens"
14075,"20140609",103120,"Moderate Risk","Moderate risk food holding temperature "
14075,"20160711",103129,"Moderate Risk","Insufficient hot water or running water"
14075,"20160711",103139,"Low Risk","Improper food storage"
14285,"20141105",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
14285,"20141105",103105,"High Risk","Improper cooling methods"
14285,"20151202",103120,"Moderate Risk","Moderate risk food holding temperature "
14285,"20151202",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
14285,"20140326",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
14285,"20140326",103105,"High Risk","Improper cooling methods"
