"business_id","date","description"
60823,"20150910","Contaminated or adulterated food  [ date violation corrected: 9/10/2015 ]"
60823,"20150910","Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/10/2015 ]"
60823,"20140610","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/9/2015 ]"
60823,"20140610","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/9/2015 ]"
60824,"20160816","Inadequate and inaccessible handwashing facilities"
60824,"20160816","Inadequately cleaned or sanitized food contact surfaces"
60825,"20160816","Improper thawing methods   [ date violation corrected: 8/16/2016 ]"
60825,"20160816","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/16/2016 ]"
60825,"20150910","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/16/2016 ]"
60825,"20150910","Improper cooling methods  [ date violation corrected: 8/16/2016 ]"
60825,"20140610","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/9/2015 ]"
60828,"20160513","Moderate risk food holding temperature   [ date violation corrected: 5/23/2016 ]"
60828,"20140821","Moderate risk vermin infestation  [ date violation corrected: 5/13/2016 ]"
60828,"20140206","Low risk vermin infestation  [ date violation corrected: 8/21/2014 ]"
60828,"20140206","Inadequate procedures or records for time as a public health control   [ date violation corrected: 8/21/2014 ]"
60898,"20160510","Wiping cloths not clean or properly stored or inadequate sanitizer"
60898,"20160510","Moderate risk food holding temperature "
60898,"20141204","Foods not protected from contamination  [ date violation corrected: 12/4/2014 ]"
60898,"20140527","Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/27/2014 ]"
60898,"20140527","Food in poor condition  [ date violation corrected: 12/4/2014 ]"
60933,"20161019","Inadequate warewashing facilities or equipment  [ date violation corrected: 11/3/2016 ]"
60933,"20161019","Improper food storage  [ date violation corrected: 11/3/2016 ]"
60933,"20161019","High risk vermin infestation  [ date violation corrected: 11/3/2016 ]"
60933,"20161019","Moderate risk food holding temperature   [ date violation corrected: 11/3/2016 ]"
60933,"20161019","Improper or defective plumbing  [ date violation corrected: 11/3/2016 ]"
60933,"20160418","High risk vermin infestation  [ date violation corrected: 4/19/2016 ]"
60933,"20160418","Moderate risk food holding temperature   [ date violation corrected: 4/19/2016 ]"
60933,"20160418","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/19/2016 ]"
60933,"20140806","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/18/2016 ]"
60933,"20140806","Insufficient hot water or running water  [ date violation corrected: 4/18/2016 ]"
60933,"20140225","Permit license or inspection report not posted  [ date violation corrected: 8/6/2014 ]"
60933,"20140225","High risk food holding temperature   [ date violation corrected: 3/12/2014 ]"
60933,"20140225","Improper or defective plumbing  [ date violation corrected: 3/12/2014 ]"
60936,"20140410","Contaminated or adulterated food  [ date violation corrected: 4/10/2014 ]"
60963,"20160912","Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/13/2016 ]"
60963,"20160912","High risk vermin infestation  [ date violation corrected: 9/13/2016 ]"
60963,"20160912","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/13/2016 ]"
60963,"20150605","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/10/2015 ]"
60963,"20150605","Food safety certificate or food handler card not available  [ date violation corrected: 6/10/2015 ]"
60963,"20150605","Foods not protected from contamination  [ date violation corrected: 6/10/2015 ]"
60963,"20150605","Unclean nonfood contact surfaces  [ date violation corrected: 6/10/2015 ]"
60963,"20150605","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/10/2015 ]"
60963,"20150605","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/10/2015 ]"
60963,"20150605","High risk vermin infestation  [ date violation corrected: 6/10/2015 ]"
60963,"20150605","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/10/2015 ]"
60963,"20140612","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/5/2015 ]"
60963,"20140612","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/5/2015 ]"
60963,"20140110","Improper food storage  [ date violation corrected: 3/18/2014 ]"
60963,"20140110","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/18/2014 ]"
60963,"20140110","Inadequate warewashing facilities or equipment  [ date violation corrected: 3/18/2014 ]"
60963,"20140110","Improper storage use or identification of toxic substances  [ date violation corrected: 3/18/2014 ]"
60963,"20140110","Moderate risk vermin infestation  [ date violation corrected: 3/18/2014 ]"
60963,"20140110","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/18/2014 ]"
60984,"20160816","Unclean or unsanitary food contact surfaces"
60984,"20160816","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/13/2016 ]"
60984,"20160816","Noncompliance with HAACP plan or variance  [ date violation corrected: 9/13/2016 ]"
60984,"20150910","Moderate risk food holding temperature   [ date violation corrected: 8/16/2016 ]"
60984,"20150910","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/16/2016 ]"
60984,"20150910","No thermometers or uncalibrated thermometers   [ date violation corrected: 8/16/2016 ]"
60984,"20140610","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/9/2015 ]"
61001,"20141006","Moderate risk food holding temperature   [ date violation corrected: 10/22/2014 ]"
61016,"20160903","Moderate risk food holding temperature   [ date violation corrected: 9/3/2016 ]"
61016,"20151105","Insufficient hot water or running water  [ date violation corrected: 11/5/2015 ]"
61056,"20160914","Moderate risk food holding temperature   [ date violation corrected: 9/14/2016 ]"
61056,"20160302","Foods not protected from contamination  [ date violation corrected: 9/14/2016 ]"
61056,"20160302","Improper storage of equipment utensils or linens  [ date violation corrected: 9/14/2016 ]"
61056,"20150924","Prohibited food served to sensitive population  [ date violation corrected: 3/2/2016 ]"
61056,"20140919","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/24/2015 ]"
61056,"20140919","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/24/2015 ]"
61056,"20140919","Moderate risk food holding temperature   [ date violation corrected: 9/24/2015 ]"
61056,"20140227","Permit license or inspection report not posted  [ date violation corrected: 9/24/2015 ]"
61058,"20150903","Inadequate food safety knowledge or lack of certified food safety manager"
61058,"20140530","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/3/2015 ]"
61073,"20160624","Moderate risk vermin infestation"
61073,"20160624","Foods not protected from contamination"
61073,"20150929","Improper reheating of food  [ date violation corrected: 6/24/2016 ]"
61073,"20150929","Inadequate ventilation or lighting  [ date violation corrected: 6/24/2016 ]"
61073,"20140422","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/29/2015 ]"
61093,"20161006","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/6/2016 ]"
61093,"20161006","Unclean hands or improper use of gloves"
61093,"20161006","Improper cooling methods"
61093,"20160222","Employee eating or smoking  [ date violation corrected: 2/29/2016 ]"
61093,"20160222","Foods not protected from contamination  [ date violation corrected: 2/29/2016 ]"
61093,"20160222","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/29/2016 ]"
61093,"20160222","Moderate risk food holding temperature   [ date violation corrected: 2/29/2016 ]"
61093,"20160222","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/6/2016 ]"
61093,"20140814","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/22/2016 ]"
61093,"20140814","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/22/2016 ]"
61093,"20140228","Moderate risk food holding temperature   [ date violation corrected: 3/26/2014 ]"
61093,"20140228","Unclean nonfood contact surfaces  [ date violation corrected: 3/26/2014 ]"
61093,"20140228","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/26/2014 ]"
61109,"20160628","Inadequate warewashing facilities or equipment"
61109,"20160628","Improper food storage"
61109,"20150629","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/29/2015 ]"
61109,"20140609","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 6/29/2015 ]"
61122,"20160127","Inadequate and inaccessible handwashing facilities"
61122,"20140508","Other low risk violation  [ date violation corrected: 1/27/2016 ]"
61122,"20140508","Permit license or inspection report not posted  [ date violation corrected: 1/27/2016 ]"
61135,"20160620","Inadequate and inaccessible handwashing facilities"
61135,"20160620","Moderate risk food holding temperature "
61135,"20140507","Foods not protected from contamination  [ date violation corrected: 5/7/2014 ]"
61135,"20140507","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/21/2016 ]"
61135,"20140507","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/7/2014 ]"
61136,"20160725","High risk food holding temperature   [ date violation corrected: 8/5/2016 ]"
61136,"20160725","No thermometers or uncalibrated thermometers   [ date violation corrected: 8/5/2016 ]"
61136,"20160725","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/5/2016 ]"
61136,"20160725","Improper food storage  [ date violation corrected: 8/5/2016 ]"
61136,"20160725","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/5/2016 ]"
61136,"20150714","Foods not protected from contamination  [ date violation corrected: 7/14/2015 ]"
61136,"20141021","Moderate risk food holding temperature   [ date violation corrected: 10/28/2014 ]"
61136,"20141021","Low risk vermin infestation  [ date violation corrected: 10/28/2014 ]"
61136,"20140527","Foods not protected from contamination  [ date violation corrected: 10/21/2014 ]"
61136,"20140527","Moderate risk food holding temperature   [ date violation corrected: 10/21/2014 ]"
61161,"20160107","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/13/2016 ]"
61161,"20160107","Improper thawing methods   [ date violation corrected: 1/8/2016 ]"
61161,"20160107","Unclean or unsanitary food contact surfaces  [ date violation corrected: 1/13/2016 ]"
61161,"20160107","Unclean nonfood contact surfaces  [ date violation corrected: 1/13/2016 ]"
61161,"20160107","Foods not protected from contamination  [ date violation corrected: 1/8/2016 ]"
61161,"20160107","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/13/2016 ]"
61161,"20160107","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/13/2016 ]"
61161,"20160107","Unclean hands or improper use of gloves  [ date violation corrected: 1/8/2016 ]"
61161,"20160107","High risk vermin infestation  [ date violation corrected: 1/13/2016 ]"
61161,"20160107","Moderate risk food holding temperature   [ date violation corrected: 1/8/2016 ]"
61161,"20150107","Improper food storage  [ date violation corrected: 1/27/2015 ]"
61161,"20150107","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/27/2015 ]"
61161,"20150107","Foods not protected from contamination  [ date violation corrected: 1/27/2015 ]"
61161,"20150107","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/27/2015 ]"
61161,"20150107","Unclean or unsanitary food contact surfaces  [ date violation corrected: 1/27/2015 ]"
61161,"20140528","Unclean or unsanitary food contact surfaces  [ date violation corrected: 1/7/2015 ]"
61161,"20140528","High risk vermin infestation  [ date violation corrected: 1/7/2015 ]"
61161,"20140528","Inadequate ventilation or lighting  [ date violation corrected: 1/7/2015 ]"
61161,"20140528","Foods not protected from contamination  [ date violation corrected: 1/7/2015 ]"
61161,"20140528","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/7/2015 ]"
61161,"20140528","Unclean nonfood contact surfaces  [ date violation corrected: 1/7/2015 ]"
61161,"20140205","Moderate risk food holding temperature   [ date violation corrected: 5/28/2014 ]"
61161,"20140205","Unclean nonfood contact surfaces  [ date violation corrected: 5/28/2014 ]"
61161,"20140205","Moderate risk vermin infestation  [ date violation corrected: 5/28/2014 ]"
61161,"20140205","Foods not protected from contamination  [ date violation corrected: 5/28/2014 ]"
61161,"20140205","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/28/2014 ]"
61161,"20140205","Improper food storage  [ date violation corrected: 5/28/2014 ]"
61161,"20140205","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/28/2014 ]"
61180,"20160705","Unclean or degraded floors walls or ceilings"
61180,"20160705","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/5/2016 ]"
61180,"20150511","Inadequate ventilation or lighting  [ date violation corrected: 5/18/2015 ]"
61180,"20150511","Unclean nonfood contact surfaces  [ date violation corrected: 5/18/2015 ]"
61180,"20150511","Foods not protected from contamination  [ date violation corrected: 5/18/2015 ]"
61180,"20150511","Worker safety hazards  [ date violation corrected: 5/18/2015 ]"
61180,"20140430","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/11/2015 ]"
61180,"20140430","Improper or defective plumbing  [ date violation corrected: 5/11/2015 ]"
61180,"20140430","Employee eating or smoking  [ date violation corrected: 5/11/2015 ]"
61187,"20150406","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 12/16/2015 ]"
61187,"20140327","Moderate risk food holding temperature   [ date violation corrected: 4/6/2015 ]"
61206,"20160824","Foods not protected from contamination"
61206,"20160824","Moderate risk food holding temperature "
61206,"20160824","Improper storage of equipment utensils or linens"
61206,"20160824","Inadequately cleaned or sanitized food contact surfaces"
61206,"20150409","Improper storage use or identification of toxic substances  [ date violation corrected: 8/24/2016 ]"
61206,"20150409","Moderate risk vermin infestation  [ date violation corrected: 8/24/2016 ]"
61206,"20150409","Foods not protected from contamination  [ date violation corrected: 8/24/2016 ]"
61206,"20150409","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/24/2016 ]"
61206,"20150409","High risk food holding temperature   [ date violation corrected: 8/24/2016 ]"
61206,"20150409","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/24/2016 ]"
61206,"20150409","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/24/2016 ]"
61285,"20160927","Unclean or degraded floors walls or ceilings"
61285,"20160927","High risk food holding temperature   [ date violation corrected: 9/27/2016 ]"
61285,"20160218","High risk food holding temperature   [ date violation corrected: 3/3/2016 ]"
61324,"20140418","Improper food storage  [ date violation corrected: 3/11/2015 ]"
61324,"20140418","No thermometers or uncalibrated thermometers   [ date violation corrected: 3/11/2015 ]"
61324,"20140418","Moderate risk food holding temperature   [ date violation corrected: 3/11/2015 ]"
61351,"20160615","Unclean hands or improper use of gloves  [ date violation corrected: 7/6/2016 ]"
61351,"20160615","Improper cooling methods  [ date violation corrected: 7/6/2016 ]"
61351,"20140730","High risk food holding temperature   [ date violation corrected: 8/6/2014 ]"
61351,"20140730","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/6/2014 ]"
61351,"20140730","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/6/2014 ]"
61351,"20140730","Insufficient hot water or running water  [ date violation corrected: 8/28/2014 ]"
61351,"20140730","Unclean nonfood contact surfaces  [ date violation corrected: 8/28/2014 ]"
61351,"20140730","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/28/2014 ]"
61351,"20140527","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 7/30/2014 ]"
61351,"20140527","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/30/2014 ]"
61351,"20140527","Moderate risk vermin infestation  [ date violation corrected: 6/12/2014 ]"
61351,"20140527","Foods not protected from contamination  [ date violation corrected: 6/12/2014 ]"
61351,"20140527","No hot water or running water  [ date violation corrected: 5/27/2014 ]"
61351,"20140527","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/12/2014 ]"
61351,"20140527","Inadequate ventilation or lighting  [ date violation corrected: 6/12/2014 ]"
61356,"20160718","Moderate risk vermin infestation"
61356,"20140117","Food safety certificate or food handler card not available  [ date violation corrected: 2/27/2014 ]"
61356,"20140117","Unclean nonfood contact surfaces  [ date violation corrected: 2/27/2014 ]"
61357,"20140908","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/8/2014 ]"
61357,"20140908","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/30/2014 ]"
61357,"20140908","Food safety certificate or food handler card not available  [ date violation corrected: 9/30/2014 ]"
61390,"20160906","Moderate risk food holding temperature   [ date violation corrected: 9/6/2016 ]"
61390,"20160906","Wiping cloths not clean or properly stored or inadequate sanitizer"
61390,"20141203","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/6/2016 ]"
61390,"20141203","Moderate risk food holding temperature   [ date violation corrected: 9/6/2016 ]"
61390,"20140212","Inadequate warewashing facilities or equipment  [ date violation corrected: 2/19/2014 ]"
61390,"20140212","Improper food storage  [ date violation corrected: 2/19/2014 ]"
61390,"20140212","Improper or defective plumbing  [ date violation corrected: 12/3/2014 ]"
61391,"20160826","Improper cooling methods"
61391,"20160826","Unclean or unsanitary food contact surfaces"
61391,"20160826","Moderate risk vermin infestation"
61391,"20160826","Moderate risk food holding temperature "
61391,"20160406","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/26/2016 ]"
61391,"20160406","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/26/2016 ]"
61391,"20160406","High risk food holding temperature   [ date violation corrected: 4/6/2016 ]"
61391,"20160406","Inadequate ventilation or lighting  [ date violation corrected: 8/26/2016 ]"
61391,"20160406","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/26/2016 ]"
61391,"20160406","Low risk vermin infestation  [ date violation corrected: 8/26/2016 ]"
61391,"20160406","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/6/2016 ]"
61391,"20140409","Unclean nonfood contact surfaces  [ date violation corrected: 4/6/2016 ]"
61391,"20140409","Foods not protected from contamination  [ date violation corrected: 4/6/2016 ]"
61391,"20140409","Unclean hands or improper use of gloves  [ date violation corrected: 4/6/2016 ]"
61391,"20140409","Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/6/2016 ]"
61391,"20140409","High risk food holding temperature   [ date violation corrected: 4/6/2016 ]"
61391,"20140409","Improper cooling methods  [ date violation corrected: 4/6/2016 ]"
61391,"20140409","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 4/6/2016 ]"
61391,"20140409","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/6/2016 ]"
61427,"20160719","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/12/2016 ]"
61427,"20160719","Improper or defective plumbing  [ date violation corrected: 10/12/2016 ]"
61427,"20160719","Low risk vermin infestation  [ date violation corrected: 7/21/2016 ]"
61427,"20160719","Foods not protected from contamination  [ date violation corrected: 7/21/2016 ]"
61427,"20160719","High risk food holding temperature   [ date violation corrected: 10/12/2016 ]"
61427,"20160719","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/21/2016 ]"
61427,"20160719","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/12/2016 ]"
61427,"20160719","No thermometers or uncalibrated thermometers   [ date violation corrected: 10/12/2016 ]"
61427,"20150513","Unclean nonfood contact surfaces  [ date violation corrected: 6/18/2015 ]"
61427,"20150513","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/18/2015 ]"
61427,"20150513","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/13/2015 ]"
61427,"20150513","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/18/2015 ]"
61427,"20150513","Improper storage use or identification of toxic substances  [ date violation corrected: 6/18/2015 ]"
61427,"20140402","Moderate risk food holding temperature   [ date violation corrected: 4/2/2014 ]"
61427,"20140402","Permit license or inspection report not posted  [ date violation corrected: 4/2/2014 ]"
61427,"20140402","Improper food labeling or menu misrepresentation  [ date violation corrected: 4/2/2014 ]"
61427,"20140402","Unclean nonfood contact surfaces  [ date violation corrected: 4/2/2014 ]"
61427,"20140402","No thermometers or uncalibrated thermometers   [ date violation corrected: 4/2/2014 ]"
61436,"20150928","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/2/2015 ]"
61436,"20150928","High risk food holding temperature   [ date violation corrected: 9/28/2015 ]"
61436,"20150928","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/2/2015 ]"
61436,"20150706","Improper food storage  [ date violation corrected: 9/28/2015 ]"
61436,"20150706","Contaminated or adulterated food  [ date violation corrected: 7/9/2015 ]"
61436,"20150706","Improper cooling methods  [ date violation corrected: 7/9/2015 ]"
61436,"20150706","Inadequate ventilation or lighting  [ date violation corrected: 7/9/2015 ]"
61436,"20150706","Unclean or unsanitary food contact surfaces  [ date violation corrected: 7/9/2015 ]"
61436,"20150706","High risk vermin infestation  [ date violation corrected: 7/9/2015 ]"
61436,"20150706","Moderate risk food holding temperature   [ date violation corrected: 7/9/2015 ]"
61436,"20150706","Unclean nonfood contact surfaces  [ date violation corrected: 9/28/2015 ]"
61436,"20150706","No thermometers or uncalibrated thermometers   [ date violation corrected: 7/9/2015 ]"
61436,"20150706","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/28/2015 ]"
61436,"20150706","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 7/15/2015 ]"
61436,"20140430","No thermometers or uncalibrated thermometers   [ date violation corrected: 7/6/2015 ]"
61436,"20140430","Improper food storage  [ date violation corrected: 7/6/2015 ]"
61436,"20140430","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/6/2015 ]"
61438,"20150817","Low risk vermin infestation  [ date violation corrected: 8/17/2015 ]"
61438,"20150817","High risk food holding temperature   [ date violation corrected: 8/17/2015 ]"
61438,"20140422","Moderate risk food holding temperature   [ date violation corrected: 8/17/2015 ]"
61460,"20150505","Foods not protected from contamination"
61460,"20150505","Moderate risk food holding temperature "
61460,"20150505","Inadequate and inaccessible handwashing facilities"
61460,"20150505","Improper storage of equipment utensils or linens"
61460,"20150505","Inadequate dressing rooms or improper storage of personal items"
61460,"20140410","Foods not protected from contamination  [ date violation corrected: 5/5/2015 ]"
61460,"20140410","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/5/2015 ]"
61464,"20160811","Unclean nonfood contact surfaces"
61464,"20160811","Unclean or degraded floors walls or ceilings"
61464,"20160811","Worker safety hazards"
61464,"20160811","Improper food storage"
61467,"20160902","Wiping cloths not clean or properly stored or inadequate sanitizer"
61467,"20160902","Inadequate food safety knowledge or lack of certified food safety manager"
61467,"20160902","Unclean or degraded floors walls or ceilings"
61467,"20160328","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/30/2016 ]"
61467,"20160328","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/30/2016 ]"
61467,"20160328","Food safety certificate or food handler card not available  [ date violation corrected: 8/30/2016 ]"
61467,"20150909","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 3/2/2016 ]"
61467,"20150909","Moderate risk food holding temperature   [ date violation corrected: 3/2/2016 ]"
61467,"20150909","Food safety certificate or food handler card not available  [ date violation corrected: 3/2/2016 ]"
61467,"20140722","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/1/2015 ]"
61467,"20140722","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/1/2015 ]"
61467,"20140722","Improper food storage  [ date violation corrected: 9/1/2015 ]"
61471,"20140609","Moderate risk food holding temperature "
61471,"20140609","Wiping cloths not clean or properly stored or inadequate sanitizer"
61471,"20140609","Food safety certificate or food handler card not available"
61471,"20140609","Unclean or degraded floors walls or ceilings"
61493,"20161108","Inadequate and inaccessible handwashing facilities"
61493,"20161108","Inadequately cleaned or sanitized food contact surfaces"
61493,"20161108","Inadequate food safety knowledge or lack of certified food safety manager"
61493,"20160429","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/29/2016 ]"
61494,"20161129","Moderate risk vermin infestation"
61494,"20161129","Unclean or degraded floors walls or ceilings"
61494,"20161129","Improper thawing methods "
61494,"20161129","Inadequate sewage or wastewater disposal"
61494,"20161129","Inadequately cleaned or sanitized food contact surfaces"
61494,"20161129","Foods not protected from contamination"
61494,"20150318","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/19/2015 ]"
61494,"20150318","High risk vermin infestation  [ date violation corrected: 3/19/2015 ]"
61494,"20150318","Improper storage of equipment utensils or linens  [ date violation corrected: 3/19/2015 ]"
61494,"20150318","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/19/2015 ]"
61494,"20150318","Contaminated or adulterated food  [ date violation corrected: 3/19/2015 ]"
61494,"20140603","High risk food holding temperature   [ date violation corrected: 7/2/2014 ]"
61494,"20140522","Moderate risk vermin infestation  [ date violation corrected: 6/3/2014 ]"
61494,"20140522","No plan review or Building Permit  [ date violation corrected: 6/3/2014 ]"
61494,"20140522","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/2/2014 ]"
61494,"20140522","Moderate risk food holding temperature   [ date violation corrected: 6/3/2014 ]"
61494,"20140522","Unapproved  living quarters in food facility  [ date violation corrected: 6/3/2014 ]"
61494,"20140522","Contaminated or adulterated food  [ date violation corrected: 6/3/2014 ]"
61494,"20140522","Unclean nonfood contact surfaces  [ date violation corrected: 6/3/2014 ]"
61499,"20160603","High risk food holding temperature   [ date violation corrected: 6/3/2016 ]"
61499,"20160603","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/3/2016 ]"
61499,"20160603","Improper storage of equipment utensils or linens"
61499,"20160603","Improper cooling methods  [ date violation corrected: 6/3/2016 ]"
61499,"20140911","Improper food storage  [ date violation corrected: 6/3/2016 ]"
61499,"20140911","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 6/3/2016 ]"
61499,"20140218","Improper food storage  [ date violation corrected: 9/11/2014 ]"
61499,"20140218","High risk food holding temperature   [ date violation corrected: 9/11/2014 ]"
61512,"20160628","Inadequately cleaned or sanitized food contact surfaces"
61512,"20160628","Wiping cloths not clean or properly stored or inadequate sanitizer"
61512,"20160628","Moderate risk food holding temperature "
61512,"20150209","Improper storage use or identification of toxic substances  [ date violation corrected: 6/28/2016 ]"
61512,"20150209","Unclean hands or improper use of gloves  [ date violation corrected: 2/9/2015 ]"
61512,"20140616","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 2/9/2015 ]"
61512,"20140616","Moderate risk food holding temperature   [ date violation corrected: 2/9/2015 ]"
61512,"20140616","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/9/2015 ]"
61514,"20160106","Wiping cloths not clean or properly stored or inadequate sanitizer"
61514,"20160106","Unclean hands or improper use of gloves  [ date violation corrected: 1/6/2016 ]"
61514,"20150226","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/6/2016 ]"
61514,"20150226","Improper storage of equipment utensils or linens  [ date violation corrected: 1/6/2016 ]"
61514,"20150226","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/1/2015 ]"
61514,"20150226","Low risk vermin infestation  [ date violation corrected: 1/6/2016 ]"
61514,"20140529","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/13/2014 ]"
61514,"20140529","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/13/2014 ]"
61514,"20140529","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/13/2014 ]"
61514,"20140529","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 6/13/2014 ]"
61514,"20140529","Inadequate ventilation or lighting  [ date violation corrected: 6/13/2014 ]"
61514,"20140115","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 5/29/2014 ]"
61514,"20140115","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/29/2014 ]"
61514,"20140115","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/29/2014 ]"
61514,"20140115","Food safety certificate or food handler card not available  [ date violation corrected: 5/29/2014 ]"
61516,"20150908","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/8/2015 ]"
61516,"20150908","High risk food holding temperature   [ date violation corrected: 9/8/2015 ]"
61516,"20150908","Permit license or inspection report not posted  [ date violation corrected: 9/8/2015 ]"
61516,"20140709","Permit license or inspection report not posted  [ date violation corrected: 9/8/2015 ]"
