"business_id","name","address","city","state","postal_code","latitude","longitude","phone_number"
"PR0005716","NEW STARBOARD ATTITUDE","202 FISHERMANS WHARF","REDONDO BEACH","CA","90277","","","310-379-5144"
"PR0005774","COFFEE BEAN & TEA LEAF #187","8601 LINCOLN BLVD STE 140","LOS ANGELES","CA","90045","33.9594674145","-118.4194807065",""
"PR0005908","TROPIC LOUNGE","12414 E CARSON ST ","HAWAIIAN GARDENS","CA","90716","33.8312845452","-118.0672094029","562-429-5309"
"PR0005937","LIBERATED SOCCER CLUB","1410 OLYMPIC BLVD ","SANTA MONICA","CA","90404","34.0197078015","-118.4803251721",""
"PR0006172","EBAR","400 S BALDWIN AVE STE #200","ARCADIA","CA","91007","","",""
"PR0006407","SNOOKY'S","42653 SIERRA HWY ","LANCASTER","CA","93534","34.6580989882","-118.1320393188",""
"PR0006503","HAPPY KTV","10520 LOWER AZUSA RD ","EL MONTE","CA","91731","34.0919310735","-118.0396122627",""
"PR0006727","STARBUCKS COFFEE #5960","898 W SEPULVEDA BLVD STE A","HARBOR CITY","CA","90710","33.8100000204","-118.2903614606",""
"PR0006771","THE OFFICE","2412 N BROADWAY ","LOS ANGELES","CA","90031","34.0734650996","-118.2164416871",""
"PR0006798","STARBUCKS COFFEE #5813","9001 E FIRESTONE BLVD","DOWNEY","CA","90241","33.9358112208","-118.1234090170",""
"PR0006914","AHARCHY LIBRARY","13250 WOODRUFF AVE ","DOWNEY","CA","90242","33.9112221960","-118.1165046953",""
"PR0007118","SALVADORENO BAR","16025 GALE AVE STE #A-10","HACIENDA HEIGHTS","CA","91745","","",""
"PR0007119","VETERANS OF FOREIGN WARS","1130 W ANAHEIM ST ","WILMINGTON","CA","90744","33.7790706871","-118.2765839525",""
"PR0007188","THE COFFEE BEAN & TEA LEAF","2081 HILLHURST AVE ","LOS ANGELES","CA","90027","34.1096844984","-118.2875916013",""
"PR0007377","STARBUCKS COFFEE","300 WORLD WAY ","LOS ANGELES","CA","90045","33.9449159695","-118.4077144808",""
"PR0007455","THE COFFEE BEAN & TEA LEAF","8735 SANTA MONICA BLVD ","WEST HOLLYWOOD","CA","90069","34.0871278338","-118.3811616543",""
"PR0007666","AMIGO SNACK BAR","7601 E IMPERIAL HWY ","DOWNEY","CA","90242","33.9290994349","-118.1579986782",""
"PR0007678","STARBUCKS COFFEE COMPANY","12100 SANTA MONICA BLVD ","LOS ANGELES","CA","90025","34.0403423190","-118.4633847778",""
"PR0008192","UD PEST SPORTS LOUNGE","14034 VANOWEN ST ","VAN NUYS","CA","91405","34.1937854730","-118.4388299574",""
"PR0008213","PAT'S II COCKTAILS","1312 S PACIFIC COAST HWY ","REDONDO BEACH","CA","90277","33.8230401608","-118.3852667712",""
"PR0008234","DAVE'S ON BROADWAY","708 E BROADWAY ","GLENDALE","CA","91205","34.1460902798","-118.2468645447",""
"PR0008502","STARBUCKS","5757 WILSHIRE BLVD STE #106","LOS ANGELES","CA","90036","","","323-931-1013"
"PR0008557","LUXE LOUNGE BAR","11461 W SUNSET BLVD ","LOS ANGELES","CA","90049","34.0721323809","-118.4684017587",""
"PR0008610","STARBUCKS COFFEE #6518","13248 E IMPERIAL HWY ","SANTA FE SPRINGS","CA","90670","33.9168662165","-118.0497693178",""
"PR0008615","STARBUCKS COFFEE CORPORATION","3000 SAN GABRIEL BLVD ","ROSEMEAD","CA","91770","34.0631752342","-118.0901411433",""
"PR0008725","HALE HAWAII","3144 W PACIFIC COAST HWY ","TORRANCE","CA","90505","33.7974927114","-118.3411097654",""
"PR0008757","STARBUCKS #9505","4177 W WASHINGTON BLVD ","LOS ANGELES","CA","90023","34.0400361949","-118.3306270403",""
"PR0008973","THE COFFEE TABLE EAGLE ROCK","1954 COLORADO BLVD ","LOS ANGELES","CA","90041","34.1390199374","-118.2103718539",""
"PR0009054","GODFATHER THE GENTLEMEN'S CL","21516 SHERMAN WAY ","CANOGA PARK","CA","91303","34.2008591010","-118.5996622596",""
"PR0009177","UP THE HILL","2856 FOOTHILL BLVD ","LA CRESCENTA","CA","91214","34.2247330117","-118.2413206097",""
"PR0009255","TIKI NO","4657 LANKERSHIM BLVD ","NORTH HOLLYWOOD","CA","91602","34.1554308619","-118.3691557507",""
"PR0009285","STARBUCK'S COFFEE #11954","2005 PARK PL ","EL SEGUNDO","CA","90245","33.9044966069","-118.3884932459","310-615-1149"
"PR0009402","THE DARKROOM","7302 MELROSE AVE ","LOS ANGELES","CA","90046","34.0834056601","-118.3488798412",""
"PR0009418","STARBUCKS #5562","30765 PACIFIC COAST HWY ","MALIBU","CA","90265","34.0306868298","-118.8427416352",""
"PR0009533","LEI ALOHA","5622 W MANCHESTER AVE ","LOS ANGELES","CA","90045","33.9597693493","-118.3792250436",""
"PR0009693","COBRA","10937 BURBANK BLVD ","NORTH HOLLYWOOD","CA","91601","34.1723223581","-118.3694067424",""
"PR0009752","STARBUCKS #9548","1832 E ROUTE 66 STE A","GLENDORA","CA","91740","34.1283880225","-117.8301222605",""
"PR0009822","BLUE ROOM","916 S SAN FERNANDO BLVD ","BURBANK","CA","91502","34.1748935935","-118.3000722702",""
"PR0010432","REGINA","24218 CRENSHAW BLVD ","TORRANCE","CA","90505","33.8056770621","-118.3277870806","310-325-6000"
"PR0010559","COFFEE BEAN & TEA LEAF","101 N INDIAN HILL BLVD STE C1-10","CLAREMONT","CA","91711","34.0947430185","-117.7194366754",""
"PR0010776","STARDUST CLUB","7643 E FIRESTONE BLVD ","DOWNEY","CA","90241","33.9463534361","-118.1444092671",""
"PR0010890","TARASCO BAR","4523 GAGE AVE ","BELL","CA","90201","33.9782142469","-118.1860720161",""
"PR0011041","STARBUCKS #5244","8817 S SEPULVEDA BLVD ","LOS ANGELES","CA","90045","33.9567052038","-118.3964464208",""
"PR0011101","THE ROGER ROOM","370 N LA CIENEGA BLVD ","LOS ANGELES","CA","90048","34.0780121871","-118.3763846852",""
"PR0011202","SILVER LAKE LOUNGE","2906 W SUNSET BLVD ","LOS ANGELES","CA","90026","34.0829478573","-118.2736006788",""
"PR0011227","STARBUCKS #6926","31202 PALOS VERDES DR W ","RANCHO PALOS VERDES","CA","90275","33.7491184230","-118.4073102775","310-265-7230"
"PR0011271","CAFECITO ORGANICO","534 N HOOVER ST ","LOS ANGELES","CA","90004","34.0804523881","-118.2842959690","213-550-3738"
"PR0011285","MARLIN CLUB","108 CATALINA AVE ","AVALON","CA","90704","33.3430310978","-118.3254865746",""
"PR0011339","STARBUCK COFFEE #","1850 W SLAUSON AVE ","LOS ANGELES","CA","90047","33.9889581536","-118.3098662042",""
"PR0011365","JTS THE SPOT BAR & COCKTAIL","16531 S WESTERN AVE ","GARDENA","CA","90247","33.8802878490","-118.3094848907",""
"PR0011690","THE ROOM","1626 N CAHUENGA BLVD ","LOS ANGELES","CA","90028","34.1007444358","-118.3293701870",""
"PR0011695","STARBUCKS COFFEE #2820","941 N LA BREA AVE ","INGLEWOOD","CA","90302","33.9755785368","-118.3578909359",""
"PR0011932","STARBUCKS COFFEE # 5582","19759 E COLIMA RD ","ROWLAND HEIGHTS","CA","91748","33.9864204799","-117.8718382082",""
"PR0012423","COFFEE BEAN & TEA LEAF","3183 WILSHIRE BLVD STE #115A","LOS ANGELES","CA","90010","","",""
"PR0012449","FOOTSIES","2640 N FIGUEROA ST ","LOS ANGELES","CA","90065","34.0846067176","-118.2211390759",""
"PR0012640","AMERICAN LEGION POST 341","4909 S DURFEE AVE ","PICO RIVERA","CA","90660","34.0009189826","-118.0792225446","562-695-1558"
"PR0012713","SPIRIT","75 BERTH POC","SAN PEDRO","CA","90731","","",""
"PR0012835","POOR DENNY'S SALOON","8020 BOER AVE ","WHITTIER","CA","90606","33.9712461304","-118.0718098503",""
"PR0012845","STARBUCKS-17989","603 S SPRING ST ","LOS ANGELES","CA","90014","34.0459729805","-118.2511335774","213-623-2751"
"PR0012922","RODEO ROOM","1306 S VERMONT AVE ","LOS ANGELES","CA","90006","34.0468802073","-118.2914392508",""
"PR0012980","STARBUCKS","4833 CANDLEWOOD ST ","LAKEWOOD","CA","90712","33.8541485273","-118.1365010982",""
"PR0013001","THE BRITTSHER","849 W AVENUE I ","LANCASTER","CA","93534","34.7046837346","-118.1131385051",""
"PR0013230","THE OAKS TAVERN","13625 MOORPARK ST ","SHERMAN OAKS","CA","91423","34.1504681354","-118.4304383678","818-788-4812"
"PR0013244","OH GRADYS LOUNGE","17633 CHATSWORTH ST ","GRANADA HILLS","CA","91344","34.2651043614","-118.5187003903",""
"PR0013314","STARBUCKS COFFEE #5497","300 E HUNTINGTON DR ","ARCADIA","CA","91006","34.1340217042","-118.0421512171",""
"PR0013319","LITTLE TEMPLE","4515 SANTA MONICA BLVD ","LOS ANGELES","CA","90029","34.0909943751","-118.2868961557",""
"PR0013334","CHICO","2915 W BEVERLY BLVD ","MONTEBELLO","CA","90640","34.0224841288","-118.1342799775",""
"PR0013401","LOS ENCINOS","4626 E FIRESTONE BLVD ","SOUTH GATE","CA","90280","33.9521264006","-118.1881899830",""
"PR0013721","STARBUCKS COFFEE COMPANY","5353 WILSHIRE BLVD STE #A","LOS ANGELES","CA","90036","","",""
"PR0013943","TOMS","1344 ABBOT KINNEY BLVD ","VENICE","CA","90291","33.9906854055","-118.4666157557","310-314-9700"
"PR0014160","STARBUCKS #17846","906 S GOODRICH BLVD ","COMMERCE","CA","90022","34.0185831413","-118.1536141917","323-725-1402"
"PR0014221","CAFE GIVRAL","9008 GARVEY AVE","ROSEMEAD","CA","91770","34.0625617319","-118.0729654742","626-227-4252"
"PR0014264","TARGET STORES T-199 - STARBUCKS","1200 N SEPULVEDA BLVD ","MANHATTAN BEACH","CA","90266","33.8884280596","-118.3957067792",""
"PR0014270","CAL CAFE & BILLARES INC","5128 E WHITTIER BLVD ","LOS ANGELES","CA","90023","34.0205871144","-118.1590407756",""
"PR0014361","BARNES AND NOBLE BOOKSELLERS","731 N SAN FERNANDO BLVD ","BURBANK","CA","91502","34.1849406661","-118.3151896251",""
"PR0014364","DUGOUT CLUB MARTINI LOUNGE","1000 VIN SCULLY AVE","LOS ANGELES","CA","90012","","",""
"PR0014388","CAULIFIELD'S ROOF-TOP BAR","9360 WILSHIRE BLVD ","BEVERLY HILLS","CA","90212","34.0667026364","-118.3961707502","310-388-6860"
"PR0014417","THE COFFEE BEAN & TEA LEAF","21300 HAWTHORNE BLVD STE B","TORRANCE","CA","90503","33.8350820601","-118.3527739536",""
"PR0014588","THE BUNKER","7117 LINDLEY AVE ","RESEDA","CA","91335","34.1999908111","-118.5275080227","818-705-9201"
"PR0014647","ESCANDALO","8100 WEBB AVE ","NORTH HOLLYWOOD","CA","91605","34.2179612154","-118.3895265570",""
"PR0014664","THE V ROOM","7700 SANTA MONICA BLVD ","WEST HOLLYWOOD","CA","90046","34.0905136493","-118.3566042094",""
"PR0014806","FROPLAY","11551 SANTA MONICA BLVD # #1","LOS ANGELES","CA","90025","","","310-473-5293"
"PR0014848","M.I.'S WESTSIDE COMEDY THEATER","1323 3RD STREET PROMENADE # A","SANTA MONICA","CA","90401","","","310-451-0850"
"PR0014884","STARBUCKS COFFEE #18869","23335 3/4 MULHOLLAND DR","WOODLAND HILLS","CA","91364","34.1579723349","-118.6354049500","818-591-1380"
"PR0015268","PALACIO LATINO NIGHT CLUB","16416 S FIGUEROA ST ","GARDENA","CA","90248","33.8821729544","-118.2822708029",""
"PR0015298","STARBUCKS COFFEE #5771","9718 WASHINGTON BLVD ","CULVER CITY","CA","90232","34.0222648538","-118.3961136350",""
"PR0015323","THE COFFEE BEAN & TEA LEAF","7201 GREENLEAF AVE STE #A","WHITTIER","CA","90602","","",""
"PR0015343","STARBUCKS COFFEE # 9506","4700 W PICO BLVD STE B","LOS ANGELES","CA","90019","34.0483243770","-118.3381255733",""
"PR0015395","STARBUCKS COFFEE #3419","15702 ARROW HWY ","IRWINDALE","CA","91706","34.1068808218","-117.9390592910","626-960-6132"
"PR0015481","THE CAPRI","1134 N PACIFIC AVE ","GLENDALE","CA","91202","34.1620048225","-118.2644717948",""
"PR0015529","STARBUCKS COFFEE","665 E FOOTHILL BLVD ","CLAREMONT","CA","91711","34.1070849171","-117.7043896681",""
"PR0015594","THE COFFEE BEAN & TEA LEAF","700 S FAIR OAKS AVE ","SOUTH PASADENA","CA","91030","34.1178656188","-118.1501454690",""
"PR0015694","STARBUCKS COFFEE #16782","2284 HONOLULU AVE ","MONTROSE","CA","91020","34.2052878121","-118.2276415277","818-248-7001"
"PR0015715","THE COFFEE BEAN & TEA LEAF","3008 N SEPULVEDA BLVD # 4","MANHATTAN BEACH","CA","90266","","",""
"PR0015742","DIRTY BULL TAVERN","21797 VENTURA BLVD ","WOODLAND HILLS","CA","91364","34.1685809629","-118.6026291669","818-610-8308"
"PR0015756","STARBUCKS COFFEE #5291","444 S FLOWER ST STE #170","LOS ANGELES","CA","90071","","",""
"PR0015810","LAS IGUANA'S","10720 S INGLEWOOD AVE ","LENNOX","CA","90304","33.9387352106","-118.3611422750",""
"PR0016240","STARBUCKS COFFEE #607","300 N SAN FERNANDO BLVD ","BURBANK","CA","91502","34.1826899662","-118.3106188613",""
"PR0016247","SEA HAWK","4103 CANDLEWOOD ST ","LAKEWOOD","CA","90712","33.8541797892","-118.1437611965","562-858-6796"
"PR0016275","REBEL'S","2216 S PACIFIC AVE ","SAN PEDRO","CA","90731","33.7239031878","-118.2878099234",""
"PR0016349","STARBUCKS CORPORATION","5827 KANAN RD ","AGOURA HILLS","CA","91301","34.1560466623","-118.7566411888",""
"PR0016497","THE ROOM","1325 SANTA MONICA BLVD ","SANTA MONICA","CA","90403","34.0236266534","-118.4865163430",""
"PR0016624","STARBUCKS COFFEE #9253","114 E BONITA AVE ","SAN DIMAS","CA","91773","34.1064290698","-117.8063942155",""
"PR0017016","POUR YOUS","5574 MELROSE AVE ","LOS ANGELES","CA","90038","34.0833958909","-118.3222887815","323-578-0085"
"PR0017128","TARGET STORE T-0200 - STARBUCKS","3433 SEPULVEDA BLVD ","TORRANCE","CA","90505","33.8265525070","-118.3459226314","310-214-1561"
"PR0017195","STARBUCKS COFFEE COMPANY","3722 S CRENSHAW BLVD ","LOS ANGELES","CA","90018","34.0193826196","-118.3346822410",""
"PR0017687","GLENDORA LA FERTA CENTER","333 E FOOTHILL BLVD ","GLENDORA","CA","91741","34.1363616668","-117.8617963092","909-335-6941"
"PR0017707","STARBUCKS COFFEE #6911","3133 BALDWIN PARK BLVD ","BALDWIN PARK","CA","91706","34.0702798973","-117.9792069124",""
"PR0017847","UNDERGROUNDS-REAL LIFE CHURC","23841 NEWHALL RANCH RD ","VALENCIA","CA","91355","34.4295770142","-118.5540936430",""
"PR0017975","GRANADA HILLS VFW #2323","17522 CHATSWORTH ST ","GRANADA HILLS","CA","91344","34.2646429406","-118.5161703335","818-366-7799"
"PR0018075","STARBUCKS COFFEE","11790 E FIRESTONE BLVD ","NORWALK","CA","90650","33.9123695981","-118.0822304972",""
"PR0018147","STARBUCKS COFFEE #6571","5538 N WOODRUFF AVE ","LAKEWOOD","CA","90713","33.8580643481","-118.1157298118","562-867-8105"
"PR0018236","SHAMROCK LOUNGE","7400 STATE ST ","HUNTINGTON PARK","CA","90255","33.9708591357","-118.2096150963",""
"PR0018282","PARADISE COVE","1124 S ATLANTIC BLVD ","LOS ANGELES","CA","90022","34.0168052820","-118.1581533287","323-268-8885"
"PR0018492","FANTACY GOLD CLUB","1612 PACIFIC COAST HWY ","HARBOR CITY","CA","90710","33.7892986614","-118.3048588795",""
"PR0018518","GOODFELLAS","356 W 6TH ST ","SAN PEDRO","CA","90731","33.7388616498","-118.2846855859",""
"PR0018526","GOLD COAST","8228 SANTA MONICA BLVD ","WEST HOLLYWOOD","CA","90046","34.0906149858","-118.3680153646",""
"PR0018549","AL'S COCKTAIL LOUNGE","413 1/2 W LAS TUNAS DR ","SAN GABRIEL","CA","91776","34.1025905349","-118.1046135667",""
"PR0018576","STARBUCK COFFEE #6767","3351 W CENTURY BLVD STE 105","INGLEWOOD","CA","90303","33.9459072468","-118.3312297163",""
"PR0018595","THE COFFEE BEAN & TEA LEAF","2901 MAIN ST ","SANTA MONICA","CA","90405","33.9996011413","-118.4807731012",""
"PR0018665","STARBUCKS COFFEE #9788","20240 S AVALON BLVD ","CARSON","CA","90746","33.8478277660","-118.2636291857",""
"PR0018870","LAURAS POOL&BILLARD PARLOR","2900 N MAIN ST ","LOS ANGELES","CA","90003","34.0658814623","-118.2112226319",""
"PR0018911","CHUY'S PLAY ROOM","1316 S ATLANTIC BLVD ","LOS ANGELES","CA","90023","34.0135056348","-118.1589498478","213-216-9277"
"PR0018923","STARBUCKS #10626","14301 BELLFLOWER BLVD ","BELLFLOWER","CA","90706","33.9019647449","-118.1254833448",""
"PR0019096","STARBUCKS COFFEE","7121 ATLANTIC AVE ","BELL","CA","90201","33.9706625569","-118.1884791795",""
"PR0019132","THE COFFEE BEAN & TEA LEAF","233 S BEVERLY DR STE B","BEVERLY HILLS","CA","90212","34.0638093316","-118.3994321311",""
"PR0019263","GRAND AVE INTERMISSION BAR","135 N GRAND AVE ","LOS ANGELES","CA","90012","34.0566642790","-118.2483528491",""
"PR0019475","STARBUCKS-17413","3584 S FIGUEROA ST # #3","LOS ANGELES","CA","90007","","","213-749-9302"
"PR0019545","VETERANS OF FOREIGN WARS #28","1000 N CATALINA AVE ","REDONDO BEACH","CA","90277","33.8511084919","-118.3908239227","310-376-1605"
"PR0019870","VFW POST # 1622","1865 LOMITA BLVD ","LOMITA","CA","90717","33.7991870688","-118.3111940983","310-326-7132"
"PR0019889","MAVI SUGAR MILL","18389 VENTURA BLVD ","TARZANA","CA","91356","34.1678064957","-118.5330897668",""
"PR0020028","SENIOR NUTRITION PROGRAME","11640 E SLAUSON AVE ","WHITTIER","CA","90606","33.9642800719","-118.0673287932",""
"PR0020220","STARBUCK'S COFFEE","23755 W MALIBU RD STE 900","MALIBU","CA","90265","34.0337716538","-118.6929183271","310-317-1436"
"PR0020318","MAGYAR HUNGARIAN HOUSE INC","1975 W WASHINGTON BLVD ","LOS ANGELES","CA","90018","34.0401246862","-118.3024870682",""
"PR0020344","COPPER BUCKET","17715 VANOWEN ST ","RESEDA","CA","91335","34.1940098030","-118.5191347258",""
"PR0020463","HONEYBOBA","2104 PACIFIC COAST HWY STE #1","LOMITA","CA","90717","","","626-755-0007"
"PR0020508","STARBUCKS COFFEE #633","8595 SANTA MONICA BLVD ","WEST HOLLYWOOD","CA","90069","34.0884662889","-118.3786964941",""
"PR0020555","WOKCANO DOWNTOWN LA BAR","800 W 7TH ST ","LOS ANGELES","CA","90017","34.0486791199","-118.2590106931",""
"PR0020626","PRIME TIME PUB","5556 SANTA MONICA BLVD ","LOS ANGELES","CA","90038","34.0905573349","-118.3111406606",""
"PR0020795","STARBUCKS COFFEE #8658","209 S HACIENDA BLVD ","HACIENDA HEIGHTS","CA","91745","34.0208293748","-117.9582620935",""
"PR0020989","TAXY INN BAR","1403 W 3RD ST ","LOS ANGELES","CA","90017","34.0585485435","-118.2617778444","213-216-0035"
"PR0021018","GOURMET GEAN","24255 PACIFIC COAST HWY ","MALIBU","CA","90263","34.0394919050","-118.7078348162","310-506-4296"
"PR0021239","THE SILVER SPUR","5049 W W AVE ","LANCASTER","CA","93536","","",""
"PR0021384","STARBUCKS","550 DEEP VALLEY DR STE 179","PALOS VERDES PENINSULA","CA","90274","33.7725639939","-118.3730512163",""
"PR0021509","TATTLE TALE ROOM","5401 S SEPULVEDA BLVD ","CULVER CITY","CA","90230","33.9949211075","-118.3955863350",""
"PR0021548","STARBUCKS","3535 S LA CIENEGA BLVD ","LOS ANGELES","CA","90016","34.0229231413","-118.3724788534",""
"PR0021769","GOLDE GRIBUE INN","14942 LEFFINGWELL RD ","LA MIRADA","CA","90638","33.9264345417","-118.0130095675",""
"PR0022047","STARBUCKS COFFEE #6897","100 CITADEL DR STE 200","COMMERCE","CA","90040","34.0053552132","-118.1520251760",""
"PR0022168","COFFEE BEAN & TEA LEAF","8789 W SUNSET BLVD ","WEST HOLLYWOOD","CA","90069","34.0910523550","-118.3830804081",""
"PR0022364","STARBUCKS COFFEE","15220 ROSECRANS AVE ","LA MIRADA","CA","90638","33.8986357865","-118.0066908646","714-523-7809"
"PR0022400","KARAOKE BLEU","2064 SAWTELLE BLVD ","LOS ANGELES","CA","90025","34.0401521562","-118.4427513779",""
"PR0022464","THE COFFEE BEAN & TEA LEAF","829 WILSHIRE BLVD ","SANTA MONICA","CA","90403","34.0227591030","-118.4940789038",""
"PR0022674","THE SNUG","4108 W MAGNOLIA BLVD ","BURBANK","CA","91505","34.1663710182","-118.3510673292",""
"PR0022713","SHUTTLE INN","9067 E IMPERIAL HWY ","DOWNEY","CA","90242","33.9171690566","-118.1353355791",""
"PR0022877","CANCUN RESTAURANT","5219 E BEVERLY BLVD ","LOS ANGELES","CA","90022","34.0319471425","-118.1528379168","323-888-8899"
"PR0022968","PURE PLEASURE LOUNGE","1520 W MANCHESTER AVE ","LOS ANGELES","CA","90047","33.9598277287","-118.3032613713",""
"PR0023214","IRISH TOWER","9876 ALONDRA BLVD ","BELLFLOWER","CA","90706","33.8892170717","-118.1234992951",""
"PR0023240","STARBUCKS COFFEE #9230","217 N HILL ST ","LOS ANGELES","CA","90012","34.0559128651","-118.2453205413",""
"PR0023270","CHA CHA LOUNGE","2375 GLENDALE BLVD ","LOS ANGELES","CA","90039","34.0994239991","-118.2594656649",""
"PR0023333","THE COFEE BEAN & TEA LEAF","10401 SANTA MONICA BLVD ","LOS ANGELES","CA","90025","34.0575716323","-118.4244658753",""
"PR0023342","NORDSTROM EBAR","189 THE GROVE DR BLDG #100","LOS ANGELES","CA","90036","","","323-900-1615"
"PR0023544","WHERE ELSE INC","8234 FOOTHILL BLVD ","SUNLAND","CA","91040","34.2594945721","-118.3123587033",""
"PR0023773","STARBUCKS COFFEE #6572","26441 BOUQUET CANYON RD ","SANTA CLARITA","CA","91350","34.4261086032","-118.5387625952",""
"PR0023829","EASTMONT COMMUNITY CENTER","701 S HOEFNER AVE ","LOS ANGELES","CA","90022","34.0210586330","-118.1499275825","626-960-2995"
"PR0023888","STARBUCKS COFFEE #5380","101 W MAIN ST ","ALHAMBRA","CA","91801","34.0948585020","-118.1282491300",""
"PR0023907","CUE TIME FAMILY BILLIARDS &","19706 E ARROW HWY ","COVINA","CA","91724","34.1062329382","-117.8679567321",""
"PR0023915","THE COFFEE BEAN & TEA LEAF","801 W 7TH ST ","LOS ANGELES","CA","90017","34.0488719877","-118.2587899945",""
"PR0024021","LA COSTENA","271 S MAIN ST ","LOS ANGELES","CA","90012","34.0498031723","-118.2458449036",""
"PR0024059","CHARLIE'S","3140 W FLORENCE AVE ","LOS ANGELES","CA","90043","33.9743841632","-118.3281071165",""
"PR0024109","DAYS INN IN-BETWEEN LOUNGE","450 W PIONEER DR ","GLENDALE","CA","91203","34.1546461613","-118.2636036522",""
"PR0024124","COMPLEX","806 E COLORADO ST ","GLENDALE","CA","91205","34.1423741731","-118.2451665928","323-642-7519"
"PR0024208","TANGO ROOM AND BAR","2028 W 7TH ST ","LOS ANGELES","CA","90057","34.0562104607","-118.2766028130",""
"PR0024227","SIRONA BAR #12","285 W HUNTINGTON DR ","ARCADIA","CA","91007","34.1397131452","-118.0453041705",""
"PR0024382","GYM SPORTS BAR","8737 SANTA MONICA BLVD ","WEST HOLLYWOOD","CA","90069","34.0870975889","-118.3812163003",""
"PR0024874","STARBUCKS COFFEE #5708","113 E ALAMEDA AVE ","BURBANK","CA","91502","34.1736211473","-118.3008376369",""
"PR0024913","STARBUCKS COFFEE","1181 FOOTHILL BLVD ","LA VERNE","CA","91750","34.1188203363","-117.7810316670",""
"PR0025012","THE LUSH","16200 NORDHOFF ST ","NORTH HILLS","CA","91343","34.2354790373","-118.4854312564",""
"PR0025132","EL POTRERO BAR","8143 E SOMERSET BLVD ","PARAMOUNT","CA","90723","33.8965741351","-118.1568821796",""
"PR0025155","PLAZA SALOON","739 N LA BREA AVE","LOS ANGELES","CA","90046","34.0845233937","-118.3442412363","323-939-0703"
"PR0025226","EMPLOYEE CAFETERIA","506 S GRAND AVE ","LOS ANGELES","CA","90071","34.0498763326","-118.2539889790","213-614-1011"
"PR0025375","BOAT ADVENTURE","77 BERTH PORTS O CALL ","SAN PEDRO","CA","90731","","",""
"PR0025605","STARBUCKS # 13365","12520 SHERMAN WAY ","NORTH HOLLYWOOD","CA","91605","34.2010260398","-118.4060223763","818-392-7641"
"PR0025630","NENA'S CANTINA","11746 166TH ST ","ARTESIA","CA","90701","33.8802302995","-118.0835482486",""
"PR0025910","THE GAS LITE","2030 WILSHIRE BLVD ","SANTA MONICA","CA","90403","34.0317724902","-118.4822122823","310-829-2382"
"PR0025925","CAFE GARDEN","681 S WESTERN AVE ","LOS ANGELES","CA","90005","34.0602079343","-118.3092744602",""
"PR0026146","PIANO LOUNGE COURAGE","15470 S WESTERN AVE # #104A","GARDENA","CA","90247","","",""
"PR0026313","STARBUCK'S #11894","919 S CENTRAL AVE UNIT F","GLENDALE","CA","91204","34.1351284550","-118.2582297491","818-545-4122"
"PR0026416","FAITH COMMUNITY CHURCH CAFE","1211 E BADILLO ST ","WEST COVINA","CA","91790","34.0875462633","-117.9207568065","626-858-8400"
"PR0026480","BASSETT PARK SENIOR CENTER","510 N VINELAND AVE ","LA PUENTE","CA","91744","34.0524472264","-117.9878437686","626-333-0294"
"PR0026562","HAROLD'S PLACE BAR","1908 S PACIFIC AVE ","SAN PEDRO","CA","90731","33.7267339571","-118.2877759379",""
"PR0026696","CHARLIE'S COFFEE HOUSE","266 MONTEREY RD # #A","SOUTH PASADENA","CA","91030","","","626-487-7431"
"PR0026814","LOST AND FOUND","11700 NATIONAL BLVD ","LOS ANGELES","CA","90064","34.0223657229","-118.4389146053",""
"PR0026838","HERMOSA SALOON","211 PACIFIC COAST HWY ","HERMOSA BEACH","CA","90254","33.8566897894","-118.3909878257","310-374-9060"
"PR0026935","THE PROUD BIRD-WEST BALLROOM","11022 AVIATION BLVD ","LOS ANGELES","CA","90045","33.9396067981","-118.3715251617",""
"PR0027002","JUMBOS CLOWN ROOM","5153 HOLLYWOOD BLVD ","LOS ANGELES","CA","90028","34.1018993641","-118.3022587735",""
"PR0027019","TIERRA MIA COFFEE COMPANY","1202 N ALVARADO ST #A","LOS ANGELES","CA","90026","","","213-483-3955"
"PR0027158","STARBUCKS COFFEE #10112","68 RIO RANCHO RD # #101","POMONA","CA","91766","","","909-623-9285"
"PR0027168","THE DIME","442 N FAIRFAX AVE ","LOS ANGELES","CA","90036","34.0794134017","-118.3612828823",""
"PR0027350","STARBUCKS COFFEE # 508","11707 SAN VICENTE BLVD ","LOS ANGELES","CA","90049","34.0537369243","-118.4664156900","310-207-4202"
"PR0027444","ZEBRA ROOM","20930 HAWTHORNE BLVD ","TORRANCE","CA","90503","33.8395630188","-118.3531505441","310-371-2092"
"PR0027448","STOVE PIPER INC.","19563 PARTHENIA ST ","NORTHRIDGE","CA","91324","34.2283709896","-118.5599941285",""
"PR0027528","STARBUCKS COFFEE #624","7624 MELROSE AVE ","LOS ANGELES","CA","90046","34.0835540257","-118.3561167086",""
"PR0027555","BELLY'S WEST","1156 W VALLEY BLVD ","ALHAMBRA","CA","91803","34.0775416935","-118.1357978286",""
"PR0027645","THE COFFEE BEAN & TEA LEAF","6255 W SUNSET BLVD ","LOS ANGELES","CA","90028","34.0981540017","-118.3256360702",""
"PR0027831","STARBUCKS COFFEE #6688","1601 WILSHIRE BLVD ","LOS ANGELES","CA","90017","34.0556651998","-118.2703398942",""
